"tfs","IN_BT_H","IN_AT_H","IN_BT_I","IN_AT_I","IN_BT_J","IN_AT_J","IN_BT_K","IN_AT_K","IN_BT_L","IN_AT_L"
"CTCFL",-1.4899958693069,-0.885746344367396,-0.720204226238161,3.66787571266422,3.60845139716273,-0.0833435512689412,0.846236276013884,-2.57395843483189,-1.07443550988972,-0.860928962746734
"CUX1",-2.55302530493067,1.92646583655369,-0.471178197686293,2.73123267870386,1.9463116689239,1.61977942690258,-2.22937157280268,-0.931039288069062,-1.9503733128001,-0.960627159081975
"DNMT3B",-1.36394293244797,-0.629893463188724,0.0208435964277362,-0.255689375935756,-0.599611830066582,-2.22576816208098,2.04409947010798,0.483780296129539,2.94736829947707,0.631141629616583
"DUX4",1.12368525002574,3.58743210100623,-0.722522564835973,-0.400153220687459,-2.03424392257428,-0.614952525871407,0.147849141894453,0.567076258343845,-2.31752124875485,1.12432898411684
"E2F1",0.261509426625791,1.66416947565292,-2.71785157652237,0.979291890784222,-0.0528952521739195,-0.297274068442427,-0.040941625933753,-1.60489849547555,-0.935869740175294,2.84878514861992
"E2F2",0.754741209913419,0.152538671178272,1.10686620857239,0.700423915363091,-1.22658647823286,-1.2669749376875,1.20960229902478,-1.22610855718614,0.315330437088701,-0.0422045676547637
"E2F3",0.364190751336517,0.843807591025541,0.785569278756612,0.794782831094053,-1.26845345522075,-0.323158782827445,0.259948395838044,-0.982095830432144,-0.322310228951871,0.267803880699478
"E2F4",-1.25818510753146,1.07019394802532,-0.747191851425955,0.806303800215372,-0.711956622599065,2.18741990566364,0.415790557568355,1.63186016597394,-2.77188808725774,-1.03544116635464
"E2F5",-0.767320871293776,0.840078887877168,-0.801223233115653,1.43283849413482,0.715793115276613,3.31023138068988,-2.41594356364712,-1.73973240298391,-1.91890005121329,0.448925269549799
"E2F6",2.04846861761473,-1.27141720924456,1.83070771362621,-1.5195408043046,-4.21688701479896,-1.71586314206696,1.90150483076163,0.959755398878881,2.29089499193039,0.0152510002526493
"E2F7",-2.51931124947241,0.801045609329267,-1.39423197464643,1.70161152698269,0.373245941043593,0.414150406924652,0.389200154025212,1.29699104193456,-2.22487520753545,0.585422561191606
"EBF1",-2.37807004525352,1.11327986875096,-0.703110557271003,2.34527915225373,2.75585520195104,1.54591523954054,-1.64728319811054,-1.75903017538019,-3.73265312788802,1.66377438890643
"EGR1",-4.33693519278836,1.99618617556943,-3.19608404604085,1.45199449923582,3.74256555767141,3.23545943121833,-2.44326469206833,-0.661366892726369,-2.65345895432871,1.13112826695476
"EHF",0.608036954268613,0.989439006190217,-1.3375256118105,-0.553059952920302,2.01222720265328,1.34185424266116,-0.410206636801091,-2.90405562639606,-0.50779413673202,-0.248912590902203
"ELF1",-1.95083307670836,1.79186525827808,-3.09458370863742,2.17429394059747,3.19294457970224,3.33927270064095,-1.22463650331376,-2.4748759554856,-3.20192751843996,0.190312087631778
"ELF3",-0.672719110140199,0.813194040398571,-2.50699911247689,-0.794241898770476,1.74666296216658,2.28858715945681,0.799438749533713,0.135221378952153,-2.29065396965494,-0.0591519010989497
"ELF5",1.40394128962913,0.309675761720837,0.414277348332137,-0.214981622679277,-1.50810802842221,-0.0763475039093236,0.815359189005243,-0.618406107370101,-0.31254582478211,-0.204919945908085
"ELK1",-2.90249019216432,2.17170912344038,0.344699148231629,1.58095250369513,-0.953441960795623,-0.951671058031475,0.841790087644121,0.672183395518657,-2.21882562774066,0.897725115253075
"ELK4",-3.25038375857782,1.27563893717389,-1.51305406582011,1.87464594578178,2.49129998948286,2.30860395239889,-1.80731039071621,-1.3358216570743,-1.86482769034824,0.696407173832796
"EOMES",0.581679459593118,1.28296328261534,-0.836672676167211,-1.27689004892148,-1.28493637368323,-1.48393442092155,1.08839474640831,1.1373484844092,-0.586174533276332,2.44818395099619
"EPAS1",-2.0987231996282,1.18682996535217,-1.02858884243439,1.07546868917388,1.60012532441889,1.95252015238972,-1.76042681164152,1.22349556667706,-3.01177849032385,0.445774460429764
"ERG",-0.140042797799851,-0.267960556518033,-0.0801582266113731,0.443776723041106,0.742584676504328,0.539893007904106,0.513512125052101,0.0907548533417864,-1.97798374545903,-0.298913378801374
"ESR1",-0.566513463064533,3.24686360514904,-2.33418861117615,3.28377442928034,2.71044968646886,2.15874874628222,-1.79916319712508,-1.98110900206486,-4.89380944607435,-1.2728877950056
"ESR2",-1.35418873804368,0.974253111255309,-0.102058847927292,1.48840759947064,0.0644856904186597,0.646526841241529,1.39952370547513,0.54986840940824,-1.59240785539472,-1.88829689650661
"ESRRA",-0.885005579340833,2.45039529531398,1.16173382305436,1.66346289290011,1.28025892387982,0.608767828757441,-0.159410663494336,0.331102111948657,-4.25833382989811,-2.46749888388251
"ETS1",-4.51248076580106,-0.0775489347980233,-1.77453987698423,-0.246215511545791,2.963060422302,3.12930775443862,1.89736397339902,-0.435498557993202,-3.28547849768294,0.863018955617723
"ETS2",-4.54448995022473,0.626847533750444,-1.50751100177559,0.267255046033339,1.3496425964739,2.62550473708952,-0.969918064020419,0.2296994331359,-2.01274123493132,2.48280750334556
"ETV1",0.0182245710329695,1.57615083420214,-0.212862509646817,0.056858257584705,-0.71313203078841,-0.187976240076671,-0.102022607926681,-0.0469579948464273,-1.68351054456783,1.58269978799781
"ETV4",-0.310559071313947,0.433904370661793,-0.719082303743751,-0.158546068443746,0.901990256426698,0.720424894832266,0.826446956364846,-0.843994088309787,-1.3496702221292,0.4521978767102
"FLI1",-0.92071424131236,2.49590046635851,-1.06134807556113,-1.08073044721173,-0.4838232677455,0.0300974841158563,-0.764300301759484,-0.0837829972872816,-0.716002249413747,2.69416648048472
"FOS",-2.38527472039112,1.30755119800983,-0.976890715259699,-0.578854185690432,1.51731721547091,1.42105074452075,0.229407350726603,0.30515243542287,-0.943914931924254,0.00107664457827744
"FOSL1",-0.770955365392072,-0.179767146058662,-0.00538231117441131,0.763280536864622,0.49228421631709,1.05016940967771,-0.715415161542941,-0.527556847154006,-0.200024948869685,-0.400334709409032
"FOSL2",-1.01063917585179,0.952176453763358,-0.407781345620548,0.0624198168934357,-0.0316035170243469,1.82583013655557,-1.07118302990917,-0.211901582248774,-0.404373958595627,-0.182814230665647
"FOXA1",-0.260012491828252,0.268852331602582,-1.26246244754682,0.092254692939472,-0.566322785069915,-0.626845341597483,1.25418971989513,0.963065122462788,-0.328966937531842,1.07143858123927
"FOXA2",0.528311153468976,1.76851664682789,0.197642207632851,-0.670470390534315,0.51034463072741,0.999501686857142,-0.660925848730172,-0.560495736078589,-1.888711609736,-1.02426493886461
"FOXJ2",0.782261907620982,1.43715444506725,-3.11592050249693,-0.67237532658225,-1.60035195116767,-0.0267470721283968,-0.960704145533274,0.210343275028243,0.685260019765332,3.58712079771764
"FOXK2",-3.03695767964294,3.88186022010193,-2.34044026619131,2.26049292637735,2.39604103659682,2.66806695274113,-3.68886346321984,-1.77499498162633,-1.76038562469439,1.29701418442013
"FOXL2",-4.63182194760043,1.70411050223165,-2.06365909975941,1.68893569271205,0.558373709146612,2.10925708849409,-0.463371948559504,0.939168427807985,-1.857367030791,1.69580612000694
"FOXM1",-1.36460286563824,0.809427922704377,-0.842859759324939,-0.433520601943549,1.24034014995028,1.21205687571457,1.21331901305761,-2.13170539326794,-1.71657525534433,0.920809762906213
"FOXO1",0.307523160274056,-0.1604793781501,-1.44942104284314,-0.12064582437136,-0.229850903376735,0.208163409276028,-0.162099071364566,-0.513300678006175,0.148597762228073,1.72878116356819
"FOXO3",0.916995098120525,1.80461711658571,-1.84539946742881,0.441190269278172,-0.647747770691727,0.733737798032915,-0.519637002506956,-0.693306033385473,-1.63953502715263,1.37856190693199
"FOXO4",-0.265103107061235,0.942404230677661,-1.55741309875456,0.748085540660401,0.389868375817364,1.6435331505043,-1.45572033037479,0.767969571453517,-1.18924016474631,0.137031786548248
"FOXP1",-1.87069383837531,-4.61817340355979,3.01827214742775,-0.319800589476377,1.6532120504135,-0.506297383272649,-0.79512669464092,2.53736711695943,4.95233796026578,-3.69715509555514
"FOXP2",1.41523077312636,-0.697804021487436,1.82366739951483,0.17608950819715,-0.0364805614680871,-0.0610876788751846,-0.512715015388106,-1.35776732702134,1.09569391606926,-2.39935565838408
"GABPA",-0.222485842587841,2.33510570400421,-3.56879374097232,-1.20361949152469,1.1721914498777,1.92144031597018,-0.354223336634514,-1.95154278659714,-1.19431201938448,2.3708945409531
"GATA1",0.532146414696435,-0.438288164435212,-0.156984554967584,-1.7808961735061,-1.38982487001232,-1.2768876016233,3.18204001457329,0.879749311707943,1.15972359745236,0.104743402742301
"GATA2",-0.0863926407208671,1.64401463802096,0.614404178924478,1.25794945742775,-1.29750875248827,0.015504331871473,-0.838945293438991,-0.406772779137095,-1.91470956750889,0.779525676545868
"GATA3",2.68670031102277,2.75173206064012,-0.727895015709331,-0.20508797962606,-0.028153971648684,-0.0274247734395253,0.471215249824632,-2.67370253881958,-3.5373168467392,0.884120989662154
"GATA4",-3.3464462250154,-0.835968396049552,-0.752806025145988,1.41413583993003,2.11232895999004,1.052979110782,-1.51312991449319,-0.0288422410085957,0.362406668278813,1.03432102014631
"GATA6",-0.762695333992267,1.91705559757871,-1.70536091822578,0.330320095903517,-0.343385684684601,0.954831120653432,-0.505029279762092,0.482382701940689,-2.51321500292479,1.80670047238449
"GATAD1",1.05529831179899,1.91062378593119,0.842254189236232,-1.38497082319551,-2.53005376994787,-1.78920111193217,0.223064254255834,-0.432073221776608,1.23972623395157,1.2455112300532
"GFI1B",0.769366415824989,2.28292870662547,-0.415166348875422,0.828688814255692,1.10972450692103,1.53641870200252,-0.00541918363219452,-0.606409087021764,-4.764596464874,-1.24399884670536
"GLI2",2.07578296239861,0.472530928143124,1.38081797427115,1.24106304790026,-2.27854832274278,-1.72044878852476,0.681853796314421,-1.34082923541171,0.571602105099191,-0.266115632148286
"GRHL2",-0.190615714646061,2.7720427526021,-2.60829384217493,-0.459054894219747,3.9765307269306,2.52909840733588,-1.12979722976236,-1.05066469884149,-4.74007357987308,-1.01175468582574
"HBP1",-1.43291034558049,-2.83803153893281,3.12225942905618,0.24319992742419,1.27225434033117,-0.57736828089899,0.423719188305789,0.294822816539636,0.446180221469311,-1.39232988609594
"HHEX",0.473938800865947,0.140896394607841,-0.745574751745688,-1.43812837509261,0.407122551395633,1.1431859342959,-0.690951749508627,0.445782557091795,0.989950305213219,-1.37290776377967
"HIF1A",-3.50426787651617,0.446237493106419,-2.4235308284506,2.85560176629187,2.86027323898895,4.1528652621299,-2.57104718573748,-1.11600746871028,-2.5647347109848,0.975983315125994
"HINFP",-0.646271311323378,-0.191068038249104,-0.679069568205894,-0.395271532826589,1.64151642933423,1.13430853560967,0.771374638928659,-0.840607578090213,-1.43897637899227,0.382688859743552
"HMBOX1",-0.242392014317318,-4.407623910408,0.41905554816456,-0.0954321415987334,0.952243274745413,-0.998250777524676,1.97752732381024,1.6660369688687,2.61479010248322,-1.6935640235623
"HNF1A",2.36254905807759,-0.133479769356676,-3.75684395692722,-3.35368766029733,0.817826746719562,1.37350430640992,1.13542007614466,2.75167195456446,-1.15274570955263,-0.498070313616122
"HNF1B",0.809771700799324,0.831485801506734,-1.96055994731546,-1.17596467437089,1.09326544254936,1.15251407236665,0.586802394626023,0.441513369817007,-1.80153388732068,-0.213713461138226
"HNF4A",-1.60411452645479,-1.6648997736784,-1.38050463347935,-1.84362243776122,-0.212538530490891,0.938949839015496,0.312493582748686,2.94084643584345,1.10958037596294,1.93611890040354
"HNF4G",-0.667047727378274,0.146832942937825,-1.71751753787891,0.440728490428861,1.62186187479815,0.453511888100364,-1.47030584505994,-1.25239888885743,0.550540981972232,2.24985698768507
"HOXA9",0.987052784816441,1.54159697749,-0.178588390979257,0.64808868485725,-0.873813056387857,-0.508882022869443,-0.641900021290677,-1.80350393416692,-0.584851569800925,1.71498260418701
"HOXB13",1.06138423042202,1.04292101031869,-1.98718118729958,-0.744271826552835,-1.44375367992623,0.20910305824615,0.818310762380745,-0.435606056173339,-1.04550941034256,2.79963109066029
"HSF1",-1.4322043105656,1.71213071528081,-2.44510759718037,1.12048791815911,1.05465263493662,1.79792991267703,-2.0303633891726,0.725985049493217,-0.392863445037679,-0.114790908449814
"IKZF1",-2.11304050384298,1.20168430816456,-0.800802062243724,0.296867514807028,2.52888350309792,1.60221360087055,0.400046544568798,-2.21375462207846,-2.00704195811531,0.353658972845686
"IRF1",-1.92240344597687,-1.0980916575728,-1.35973489017654,-2.55963874495343,-0.40749804725366,0.427495954096459,3.51918495240828,1.48656313607029,1.15091744265042,1.63387605985642
"IRF2",-1.34285428603179,3.47545529205001,-2.11299009540311,-0.505409181532428,-0.967978695435685,1.71863432813346,-1.10349554241078,-1.59795295867929,-1.78906306228289,3.93219481991795
"IRF3",-1.93789361988548,0.227435003694446,2.97468826912318,3.50577246322199,-0.942236141784934,-3.95609747639774,1.1948931935184,1.41361124955819,2.39416791959221,-3.22480505025947
"IRF4",-0.958042955448865,2.30931051441825,-0.593545179836765,0.246353246884636,-0.897879012371051,0.692500766162748,-0.641189042418881,-2.46161783456158,-1.10880332648636,2.96947551131183
"IRF9",-2.15430123618794,0.201497393433066,-0.524643386317932,-1.09724802796347,-1.27471550783269,1.04126993537973,-0.254205192546232,-0.530692286195732,1.04488006822059,3.44213450254554
"JUN",-2.43520415228361,1.8851942075767,-1.54373719245305,1.40831859720667,2.36371637839179,2.65664054922873,-1.46886973332707,-1.02797028002872,-2.73875677373542,-0.231048887913869
"JUNB",-3.00444419762014,3.3966520471348,-2.11413184156961,2.62927388735857,3.98877332974415,2.94315243717642,-2.12086745720699,-1.86916755867638,-4.87973978688446,-0.660588968307551
"JUND",-1.81187210324369,0.597974306993379,-0.644430931966373,1.23406818074624,0.194640455300269,0.637445655241639,-1.81496036677241,-0.0938308699524251,1.28857664538748,0.246095402011986
"KDM5B",-2.31299722029623,1.62582799126267,-1.53612223666204,1.54444954391335,2.42578146702655,2.32022873871794,-2.49393398705026,-1.56788432808962,-1.92356977845169,0.773972955040342
"KLF1",-1.10300455496519,0.218292051312869,0.255804568836936,2.35204414008871,2.07478681804976,0.487826752503702,-0.848080887539505,-1.53220985549383,-1.44668296279105,-0.549467221185066
"KLF13",1.48000674824496,-1.58877862703521,0.797338872453922,-2.79048519391745,-2.24110258411584,-0.883734333272132,2.16700677265536,0.555297601374054,1.65533791148822,0.802175170788936
"KLF3",0.743507896828178,0.396961104071519,-2.11590043436445,-1.9303411793958,0.506821111282555,0.896008993245222,-0.00920269946799985,-1.00896948335791,0.310790385205045,1.8390125603449
"KLF4",-1.19362609441007,0.887583298362473,-0.710989334224658,1.88868753279809,0.785075647501295,1.53834552150169,-1.57663046307975,-1.10063812199644,-1.12281028325784,0.0559834889218202
"KLF5",-2.23471269142957,1.99746222390705,-4.18777066002856,4.9440963981802,6.56761236452594,3.24539016866837,-3.70696170001102,-1.90007040695216,-2.12223062936448,-3.03823676656049
"KLF6",-3.63317480540827,2.73185883346121,-2.25896222411238,3.817666920884,3.47759343017405,2.84280140422123,-3.80497177529596,-0.698297892749729,-4.3126935015788,0.0563071985171435
"KLF9",-1.12279462538383,2.32740363178733,-1.93796297838133,3.31970179841695,4.50563124878279,0.831515525995565,-2.91719624302114,-3.61710303015977,-2.00450046176781,0.137191199212384
"KMT2A",3.22618682731625,4.77238380377303,-4.1749771606298,-2.08177755965206,-1.77025700073871,-0.402162314705555,0.32091429771699,-3.27224297344868,-1.10028797972711,4.1919193813682
"LEF1",-0.0463065002912406,-1.371143765396,-1.01548183636032,0.256440759090733,1.24890485452012,1.08564959149717,0.252672886299519,0.520929072271895,-1.38117484940183,-0.129249751929629
"LHX2",1.93693043822352,1.55395803353386,-1.34141999255277,-0.965029079345142,-0.862127112755427,0.541575993579508,0.450606824521455,-0.946593334691393,-1.26607684103459,0.51994372526377
"LYL1",-4.15066831879051,-1.78816009857192,-1.13035197782372,1.94277240872819,2.93191655921562,-1.29348120460298,3.66698151374252,0.36041617140311,-0.283601878414647,0.509664707286836
"MAF",-1.06120150405244,0.990062411555449,-0.34515106134209,0.429660487686056,1.38704023036417,1.35757394068861,-0.371447543142236,-0.578967534656687,-1.90490976741747,-0.4795932642043
"MAFB",-0.515595343481701,3.23687656433231,-1.15398000221764,2.29166222733443,-1.43764065659885,0.797836650282924,-1.73716644156228,-1.79665627364125,-3.60977317765082,3.7018787365966
"MAFF",-1.63990515022925,3.46215681167426,-0.810132025651398,2.59505769417065,-0.112584163208182,2.00059041856232,-2.30396806806762,-1.16090290012485,-4.27606521130621,1.30100323321437
"MAFG",-1.35883297572548,1.97397137309271,-1.950173639009,0.676269444606696,1.87668477867175,2.90497969952355,-1.47849615410207,-0.436562367946136,-3.62501589414089,0.683382068623033
"MAFK",-0.839063047882123,3.12434197297485,-1.87686410547975,0.431819314865117,1.59497434314328,1.244647214336,-1.54637647266463,-1.7115208505938,-3.74174432616871,2.68831147831279
"MAX",-2.82895352035531,1.41649721699495,-1.33829848526792,2.54277454746848,4.15798432994918,2.41281595858105,-2.82253872776276,-2.20944042726181,-2.58226613805002,0.298743095953283
"MAZ",-4.25227113343711,-2.66662641413821,-2.69182475852019,3.09199191065994,5.7040379153873,-0.894232764781656,2.39006461262026,0.521271765415613,1.46186298640768,-1.43330498844663
"MBD1",2.96577878951683,-0.357118299850688,-2.38240064994224,-3.97253358275283,-1.84145331876285,1.16386472193439,2.83662811237883,1.65927189682159,-0.77224394563331,0.466395979163827
"MEF2A",-1.75994076042434,4.20348282433471,-4.53198119209411,1.93291198308013,1.78341790153918,4.11921021615341,-3.33074906192694,-2.67287061207444,-5.18837628413643,4.16552874399988
"MEF2B",-2.53317015096988,0.733437642542268,0.283849911376203,1.60246251607164,0.718532278984854,0.551748593252295,-0.964292821571564,1.11648379387702,-3.32908672552923,0.983579642237378
"MEF2C",-1.74796493246316,1.75100804722258,-1.22992936799921,0.478152149496663,-1.05147364010662,-0.0726881811474362,0.461961315390388,1.19203466383519,-2.20184633262354,2.19692836990844
"MEIS1",-0.871179189963194,2.66683224757055,-2.59848147763945,-1.10316777135915,1.89430498966449,2.77024275682904,-1.1659613390409,0.53575781172425,-3.94961106447186,0.485603031533531
"MEIS2",-0.0864349439046247,2.28409911258406,-1.98652137912189,0.132972350545086,-1.17099426138183,0.466464202832779,0.454416902111045,-0.612561036980684,-2.6536045391071,2.89867295771926
"MIER1",-0.611587860978271,3.82692922443923,-1.72179602966886,0.115832471188622,0.469776450772217,2.52385503050155,-0.94086927311292,-2.4618029681972,-1.8956032867628,0.313604787416603
"MITF",0.151871758983653,0.979781806002984,1.27892969068733,1.61997447227135,-0.197015779796728,0.433627121532914,-1.01351282815342,-0.291817655420788,-2.02977766280574,-1.12710690203971
"MNT",5.38294251495748,-0.990562889848356,3.20508253367264,-4.48592633752074,-7.92364384127724,-4.55835995507797,4.8265276511029,2.29432996454001,3.50120743830883,0.301372375040715
"MTA1",-4.75677472882027,-1.82791217348705,-0.771911345504104,6.19879377194984,5.79218184647457,-0.841183689453222,-0.820251014599181,-0.6383936253357,0.501031795286639,-1.36879863284409
"MTA2",-3.44122955768143,2.45639521270918,-2.41982459822461,0.787900435574421,5.9467369539846,4.2906482360885,-3.43661014403212,-1.87416460370023,-3.14262348600875,-0.63155497089458
"MTA3",-1.96892305845969,-2.19065413382355,0.0598308538027905,1.57139679395782,2.45890825034056,1.22677360928843,-0.926658511417129,-1.67056247594193,1.06438580769161,-0.52789890995666
"MXI1",1.718802452227,-1.99636205386263,2.05019322137093,-2.47965053968367,-1.91183641081738,-1.27067173519944,1.87800674423518,0.703653221147299,1.85686327397482,-0.681178961024429
"MYB",-0.667599583829023,0.0241788941153143,-0.279584114811434,-0.325047567364842,0.559282584343271,-0.322080100253657,-0.560394134715248,-0.871713802913344,0.258397579969026,1.88146848405595
"MYBL2",-0.424598804314383,1.93709773685042,-1.25373661755334,-0.203258364139999,1.13680511880997,1.02424270753163,-0.633205398456495,-0.359651165173231,-2.11270176307681,0.641517560334779
"MYC",-4.31402716824029,0.102914520862295,1.25809468930468,0.406655186627812,-0.144184789857652,3.5613965131147,-0.379340394789447,2.77194480217867,-1.41355753819691,-2.46280083928047
"MYCN",1.29627667047463,0.800251111792092,1.67790195205236,0.138618726575388,-2.61371805336445,-0.936892762975148,1.78225517287426,0.197255097094365,-1.54685061640183,-0.550125943794518
"MYOD1",-0.894494169696654,1.70620533067279,-1.1057303289733,1.8075247531137,1.47817550627357,1.46264373473008,-1.85615401061808,-1.76007433896816,-2.89669414452962,1.52202238352361
"NANOG",0.500798365608844,2.59517110592703,-0.953540317509624,0.458435175808756,-1.96986042032356,-0.402600810701722,0.144100879662817,-0.248974224584704,-1.50915792811338,1.80392635454443
"NCOA1",1.42165910054689,2.92833028579816,-3.88536626209438,-1.26788676815103,1.43680365933201,1.65745092586459,-0.880385077618684,-3.25241711322738,-1.88141017330911,2.80236214555337
"NCOA2",1.24043823669031,4.2354954315287,-2.95609428377138,-0.274301506171502,-0.472049442765682,-0.0725624906540018,-1.08794351589186,-2.36601724488286,-1.98233661312826,3.78223855967498
"NCOA3",2.01748372185712,3.627706274904,-4.33810774521331,0.482599186976609,1.08782622736544,0.92303957819723,-1.47152299866436,-4.30827056542457,-2.59075789364978,3.702123137445
