gene,IN_BT_H,IN_AT_H,IN_BT_I,IN_AT_I,IN_BT_J,IN_AT_J,IN_BT_K,IN_AT_K,IN_BT_L,IN_AT_L
B3GALT6,7.710423850666449,7.666107343092198,7.894474149788564,7.954984196476023,8.138122618117983,7.8616443742692015,7.616008618837644,7.568877121512219,7.8363851555677835,7.630957250171224
C1QTNF12,6.699975710347343,6.495609489503562,6.667004915860606,7.0447037984692376,6.999450730723543,6.823213063196397,6.805791021654163,6.627323103958631,7.173828182000873,6.832163690293073
UBE2J2,8.773089921890486,8.718653381124962,8.802387715263936,8.991139649970124,9.337789735908242,9.18257398241743,8.798510878468063,8.823574006312482,9.126766127545158,8.960021840305542
SCNN1D,7.491621410626568,7.4048100933643015,7.520331090012207,7.750963495013961,7.521031547169231,7.257573579121282,7.1934037396918695,7.041700879078637,7.5733250054238415,7.045898423402955
ACAP3,9.084742476255668,9.11582137968417,9.247337602740082,9.487587203492462,9.73897785599048,9.33132941274742,9.147035196200592,9.058320179044124,9.40460309128607,9.327856655611274
PUSL1,6.919191851248305,7.0504902368964775,6.716730936693218,6.899215088336733,7.215193824569141,7.4166192490218545,6.901367454838422,7.017485649446544,7.0634991278152395,6.85621191124169
INTS11,9.735499174150545,9.705380140099058,9.955234274299183,10.00297090944002,9.785273814908031,9.625007549404495,9.71584964851077,9.693705387175589,9.80258758177327,9.639883852204344
AL139287.1,6.234135279353505,6.349683649436229,6.478092105751384,6.383403204811162,6.4203192716715,NA,6.219693254728418,6.3648530695190395,6.217506586239379,6.537238140709094
CPTP,8.330523577241532,8.031891531230771,7.883627947312459,8.59794766269843,8.529220483248617,8.12534155887937,8.312173573743932,8.070537204044873,8.428841486493795,8.030292333808962
DVL1,9.084742476255668,8.97042365082825,8.910533177129404,9.377414522899008,9.531309057781213,9.219566163423533,9.281929712930179,9.169652820600984,9.391340426599005,9.270838277518871
MXRA8,8.414911548382301,8.243027512224156,8.650710084221966,8.409265486615896,8.14339812000202,7.8616443742692015,8.452927406511634,8.3529242113712,8.284633479361156,8.185485983849397
AURKAIP1,9.48839406761431,9.373620565614832,9.733059706886978,9.940799581656357,9.875220244528629,9.714898196111637,9.70098077031633,9.789781917957674,9.778047772175826,9.431551432492677
CCNL2,11.22504128748523,11.332728032474005,11.424282125370299,11.342550057163606,11.183170785134799,11.290377081331105,11.10041117399636,11.161127135788433,11.195493026847581,11.186299421448295
MRPL20-AS1,7.8430463935739505,7.791558730898315,7.942297670359043,7.826703146285879,7.846233567652951,7.81845555966814,7.873421232146211,8.070537204044873,7.995098745336453,7.692368128412691
MRPL20,9.374993956042424,9.361768069193161,9.704067810175173,9.525276188327034,9.601989749711581,9.634999906365133,9.545052988008887,9.742543277942366,9.590168882861418,9.3213914586422
ANKRD65,6.388973484863661,6.368751559974812,6.119973587621605,6.269625223370639,6.385136541074646,6.555123236259139,6.607501118853538,6.421303476548724,6.468978285326918,6.259268970437144
VWA1,9.04292309458958,8.784058091413725,8.761500272857118,9.225427084953827,9.095300213489221,9.061842445298161,9.437534124374624,9.20224958635286,8.95968465198002,8.712414323123408
ATAD3C,6.982494877858459,6.940063327976114,7.365242652279434,6.936985196841611,7.022535511060373,7.049221534311094,7.248973594349516,7.1120001179805925,7.0247652645788206,6.70551807627092
ATAD3B,8.2109917685437,8.288812433821155,8.477590447158182,8.833160028428768,8.622842141322927,8.557065276691679,8.30781852226011,8.40519542735569,8.432545788557153,8.392914709310123
ATAD3A,7.731637708276154,7.611103537284927,7.839408936220719,8.253309870433874,8.302770431104486,7.976117491071211,7.85563017949277,7.748816835467445,8.091969858192803,7.8078644974630445
SSU72,10.16685085402306,10.079945015673813,10.277678160369334,10.294888539310726,10.241500104390216,10.256407907985992,10.203501994522824,10.311954141593633,10.133660463918384,10.041023309666286
AL691432.2,7.165092355987112,7.259088385146307,7.426305404877173,7.297921041871799,7.244943664614369,7.150204763182642,7.30248263419269,7.410516728905229,7.164949505500989,7.035404511978695
MIB2,8.921247131626917,8.614626747621024,8.767412760392663,9.342652522133534,9.148743278740389,8.514399004609631,9.15433062034539,8.901736251694098,9.07319383035799,8.776838349450431
CDK11B,8.305982715251808,8.449743472604546,8.361217578628018,8.479213560191681,8.496612744001572,8.541212918622318,8.086713030477307,8.268221811067594,8.352685206210168,8.14212324064223
SLC35E2B,9.47587615978283,9.403988943112788,9.413022787205321,9.287668887056865,9.217887748187144,8.985798373247523,9.288575428603036,9.046400201515581,9.576840657661952,9.669032174861597
CDK11A,8.354653982989571,8.590454546614827,7.937061554620527,8.044224366976318,7.987863775910826,7.991753849470356,7.85563017949277,8.070537204044873,7.979990350008255,7.965431093848391
AL031282.2,8.398424210747194,8.565870447288574,8.043217001571023,8.06711813839957,8.039708351111493,7.960309817747349,7.953663137282391,8.15622012187756,8.119806791906528,7.931873232063515
SLC35E2A,8.105245285379095,7.432268251044633,7.697988604350078,7.208090124042132,7.205139339252017,6.940636875114945,8.510910853209277,8.064639952285056,7.69550864940422,7.363689678824348
NADK,9.084742476255668,9.110164951449825,9.223879078877506,9.255638434946528,9.60963360224708,9.571381154875032,9.089843193204768,9.087696244368365,9.272362498242144,9.1640857553239
GNB1,11.643347286386351,11.663843477145708,11.739833645659825,11.811537601798117,11.9873330998293,12.015911620990904,11.780821383563003,11.85983276807331,11.767507568065502,11.861491496839742
TMEM52,6.991315693136501,7.0146119637715945,6.752932573708331,6.873474455700691,6.385136541074646,6.490572685243408,6.182135750121736,6.561863112704654,6.379729290692054,6.204136586144079
PRKCZ,9.178494177709688,9.431465011375446,9.137492642488057,9.173624962826686,9.496688869292642,9.33132941274742,8.83225865172017,8.895105150157965,9.160662524788718,8.871335492439847
FAAP20,8.434450827396287,8.130182739458913,8.452121061318485,8.718535469649673,8.576790580736414,8.305054371254904,8.69559323429116,8.381670279265972,8.62936358689116,8.29072032697283
SKI,9.286373099980008,9.471722211359369,9.195654454316559,9.799270805920182,9.786960274376092,9.974977144983349,9.5779776691224,9.625237373356113,9.490627901426075,9.50185080887365
MORN1,7.762884909601445,7.791558730898315,7.8337850427865146,7.948833922386954,7.710654577613694,7.621464765850748,7.800901653877252,7.711563519555707,8.068354978940825,7.725388703189893
AL513477.1,6.576470107865521,6.596122837110937,6.534636098820796,6.419420434556638,6.520998379884663,6.533925474693912,6.64939821323353,6.862986049853511,6.468978285326918,6.595538523121132
RER1,10.69286410176279,10.632175278706955,10.806676227704155,10.772481170933174,10.730277090083087,10.75723218637924,10.774820045427433,10.757129990572816,10.746437668211136,10.715020087244794
PEX10,8.408339205278999,8.32344482533374,8.634627014009276,8.768280481446524,8.576790580736414,8.503532329394705,8.665273876829144,8.613428625965527,8.683218016639515,8.581467877383973
PLCH2,8.683389845705934,8.303756795208116,9.200032806986966,9.992544165903247,10.062314038039153,9.34051813777555,9.417461793369457,9.130668390639315,10.214417917057899,9.847617602410748
PANK4,8.29176964281072,8.253328238565292,8.221766802490992,8.359130302794036,8.411715664563136,8.342123157134704,8.281408486262595,8.376918865933641,8.398859616339811,8.268487256405795
TNFRSF14-AS1,7.504003041958401,7.338633044669897,7.37301831090136,7.317146180252851,6.826609241977895,6.656680069605729,7.164795189601009,7.123390788846454,7.08248305490524,6.84423788641144
TNFRSF14,10.720982430211363,10.648852854551725,10.701747631338097,10.849610210352402,10.457031301645928,10.293155470983837,10.952023546707139,10.655838210948295,10.941039210208224,10.692651493270391
PRXL2B,8.427967092182206,8.333189000150686,8.55824426088754,8.377563480217976,8.529220483248617,8.132412529661291,8.45686631613156,8.47799739083182,8.596719287073167,8.433447894612438
PRDM16-DT,9.991073925601683,9.173912234684641,10.022289088946772,9.523207986866124,9.321591475676847,9.020515033536487,10.013325898363,9.517108318697703,9.860109214006222,9.48266431740749
PRDM16,8.783285400177846,8.498188101876242,8.44106645131675,8.30719004498942,7.976085319652644,7.670864486170812,8.60620511648472,8.288603782675304,7.954452713236506,7.844396335533083
ARHGEF16,9.298863872182284,9.332918371192836,9.173561134126706,9.268042138540801,9.29576382269962,9.11991751728701,8.979169464971871,8.931204724412117,9.042010025457431,8.948880151987078
MEGF6,8.262916426155009,7.4413060738760475,7.200223816387429,7.521578850107198,7.77324603522096,7.393262923620082,7.498641014890527,7.263826155898175,7.68932946894632,7.286140096075362
TPRG1L,10.405834884864623,10.132510397440795,11.00674835596152,10.815369195130813,10.937317465487821,10.839470759359966,10.95481169512932,10.88143208410857,11.03905919825354,10.95179284301166
WRAP73,8.16104318375589,7.805625505958448,8.403593769914291,8.044224366976318,8.050980683937205,7.911820312902209,8.2224722901775,8.172762590304906,8.288726618747777,8.08220136348567
TP73-AS1,8.573124366925146,8.40886017527465,8.704089107232534,8.316773872732245,8.316847041695398,8.160354885541519,8.853330641364707,8.543066210450508,8.676985552269382,8.472873383299994
SMIM1,6.843273268131361,6.563389868971355,6.602337202415329,6.924504667636283,7.022535511060373,6.9080506236510555,6.7166326355323225,6.5107434667043025,7.225982769376308,6.84423788641144
LRRC47,9.31124742908838,9.3353446699481,9.341502638091336,9.33087653333367,9.365141947176149,9.394454396104946,9.44151529508446,9.477707527223572,9.402715873184276,9.17129388962731
CEP104,9.589174609763743,9.630303612411016,9.565023751642022,9.646139065737676,9.740719277896153,9.579165192590716,9.677542441717712,9.544909786627912,9.75899628881623,9.913576381617538
DFFB,7.3683729609422945,7.073922937227462,7.3495644957580755,6.949358723616267,6.97599068210897,6.805630292523609,7.490978641625152,6.929381937876,7.38735796307184,7.18532298755786
C1orf174,8.371646194004459,8.179629273501043,8.634627014009276,8.349824640120513,8.407336795179841,8.146451350875267,8.491840793888487,8.36736883707535,8.375957124396201,8.17596181862244
AJAP1,8.506991879857381,8.63051944714914,8.47397937555149,8.533650648953076,7.952235962482177,7.991753849470356,7.948077237985649,7.785132470027135,8.458212970015762,8.321282040613983
NPHP4,7.96449822737007,8.02589576143186,8.238889792161771,8.197339239562517,8.278999844002264,8.10391831454523,7.71141467797643,7.934880313004162,8.091969858192803,8.117457514967787
KCNAB2,10.122365651993327,10.246473234480227,10.24944054300653,10.272900604187448,10.685772172773168,10.560254324385815,10.19409376742151,10.189940641934678,10.53786187380889,10.338629429857034
CHD5,6.611214878620239,6.512855257150558,6.602337202415329,6.63388741536814,6.504698579097828,6.596607204977294,6.291999167098952,6.475629540983763,6.284597957859149,6.346721899601354
RPL22,10.670380130714284,10.342471987673747,10.621599621095465,10.401192514148086,10.351578456824493,10.427138256966415,10.59795135435404,10.474235667875627,10.46557764870246,10.265299317188305
RNF207,8.576059547407054,8.51968189252317,8.634627014009276,8.377563480217976,8.450538686640202,8.180962154084982,8.487996346672176,8.45563888935575,8.676985552269382,8.351209783255786
ICMT,10.760223992697018,10.46386550211269,10.57516422466766,10.55993051301232,10.667578541663332,10.643042778625597,10.692856877059393,10.59166878761713,10.786791293362963,10.790296827180818
GPR153,6.415425181872323,6.563389868971355,6.5756365443292895,7.0214515388056045,8.195118606875472,7.92816521802257,6.426579014376692,6.749958836666873,7.101220493688656,6.891549235356753
ACOT7,10.641247856635712,10.516130820668184,10.50877242757259,10.580962058511224,10.383139755576853,10.360949301601739,10.912412894117113,10.958192647462145,10.818280712011271,10.828792762044525
HES2,6.204108077761813,6.734876158340906,6.192042084209392,6.4370976246935365,7.428992902259845,6.988176906516583,NA,6.578508491238598,6.802371223496373,6.868087412543387
ESPN,9.911971809283928,9.985784252787896,9.849116710592918,10.565970876368285,10.35612970702086,10.124318571839858,10.056797472646435,10.04919959172542,10.488891524456,10.057974279378508
TNFRSF25,6.7528014782222705,6.563389868971355,6.889289532426479,6.6028961233641414,6.773170119077072,6.596607204977294,7.125746258859439,6.9551079980391926,7.173828182000873,6.970786278823915
PLEKHG5,7.6336184460914795,7.459213649738373,7.793791782019847,7.806438018007384,7.437606903283835,7.218240461549813,7.890995580360873,7.711563519555707,7.995098745336453,7.731903095000168
NOL9,8.168841033957047,8.118960632482839,8.502618003770586,7.930224219045574,7.952235962482177,8.089457363113802,8.303450285136115,7.979442839821982,8.213212366082919,8.268487256405795
ZBTB48,8.513130763934631,8.948402619816356,8.878112653442871,8.945535176186736,7.999546856828417,8.089457363113802,8.74475116432218,8.69967131959019,8.816769491245658,8.566966520987226
KLHL21,9.696918876996095,10.135297934452598,9.880825288998427,10.635591866932186,10.683963099666496,11.063171440650617,9.94064498072469,10.157061163400451,10.440041769359151,10.557061961040368
PHF13,8.255612052852271,8.565870447288574,8.293176352137667,8.655729973642096,8.254831053263505,8.26056826010818,8.14158022797625,8.84437591367409,8.321060296393608,7.97644581538452
THAP3,7.71575662693827,7.696621607040623,7.746685185800166,7.496499807693483,7.3399006411855625,7.257573579121282,7.948077237985649,7.827538082437343,7.864079656642784,7.529910186416791
DNAJC11,10.237147198937222,10.19262546731532,10.463054324475378,10.342583022504144,9.89568529454247,9.881542626074033,10.308594441514568,10.097654930931364,10.431736879176027,10.334354585435422
CAMTA1,9.391749981299641,9.644069778852476,9.171333079378401,9.381986810083266,9.151364162854975,9.29712768260777,9.066831666966793,9.397870293781512,9.255730792379882,9.178466189509216
VAMP3,10.153157429909863,10.11567111377586,10.167972542631206,10.236755233182626,10.065096594337794,10.169705442529313,10.155835051676837,10.220762210096977,10.164058948335164,10.12385405257275
PER3,9.080614666952483,9.549015674448567,9.696340531705236,9.778612792981903,8.826790628371423,8.697181195697596,9.211402811854438,9.155850423922185,9.583520161532071,9.50945452629308
PARK7,10.841753746536545,10.821473626138342,11.140326956719019,10.922824220149602,10.800417844844187,10.929503656824467,11.072443133892106,11.124036417350984,10.916118745938666,10.748337549021832
ERRFI1,12.971836957294032,13.859193206882988,12.888637258981676,13.609341792212014,12.766444565484926,13.398530018050778,9.823497489293821,13.019237994815532,9.68172744521689,12.939740867448561
SLC45A1,7.388546816176608,7.3191541668813125,7.50625842913063,7.521578850107198,7.0564847434762354,7.191409857728265,7.1058182756423784,7.1120001179805925,6.858513446830552,6.903138656003582
RERE,11.393822936004446,11.247051498432006,11.590251157270318,11.500694536378532,10.83669416714529,10.926455748533447,11.001403928323244,10.939784780258483,10.881304118555525,11.123272106082062
ENO1,13.093718292935874,13.161392218541206,13.312463319272725,13.313050756746449,13.442435177899025,13.601187220684372,13.081359719385999,13.330065400935291,13.252029783398603,13.191506526912026
SLC2A5,9.818398269025124,9.686499040211705,10.23564497724948,10.176180747137613,10.329761753710454,10.308845282412541,10.29435636684475,10.256123377315971,10.003981213058362,9.887553606671553
GPR157,7.650424409453027,7.926411546198707,7.764530869958816,8.038443709906119,8.205243882693157,8.329872413211064,7.452044291824883,7.500630628474487,7.490460419260692,7.574085279437784
H6PD,9.813432048831363,10.014834697997575,10.110987023233807,10.160298547002235,10.368572115256173,10.611760740961918,10.031928599300475,10.15428708085431,9.739689852799588,9.906394790408353
SPSB1,9.46641593185759,10.26949333559261,9.431759065368244,10.119810848228024,10.578853858450358,11.324737545113045,7.095750130402292,8.372151753231698,7.8750103094764246,7.844396335533083
SLC25A33,8.214763287037446,8.836384553148385,8.506158189595492,9.075419054756521,7.6151638095544,8.153419865879577,7.221456139191243,8.534558063834751,7.518614021881719,8.08729100995648
TMEM201,8.01295558118887,8.001660371288217,8.013675398754703,8.207678550194395,7.8970883340724765,7.835886522586042,8.061066526803192,8.09388808533911,7.808148657154285,7.7383882072814405
PIK3CD,8.354653982989571,8.399615496126579,7.963054155044443,8.233207239944061,9.993870075059167,9.531818246453039,8.702245208072831,8.268221811067594,8.676985552269382,8.60295022889307
PIK3CD-AS2,6.576470107865521,6.349683649436229,6.654301063328147,6.571224858358881,6.537116197206559,6.695383222947144,6.578878532710266,6.779056201150626,6.579993532506858,6.731751790067547
CLSTN1,11.55721759540869,11.545713306710898,11.404973724689023,11.388719219645619,11.222959523427761,11.184647941531042,11.540759509943717,11.53514802472371,11.392834884222816,11.469166823758563
CTNNBIP1,9.121370740039874,9.022544314295715,9.142050826100641,8.997112765643827,8.288555126097126,8.317516755375625,8.448977713748398,8.645389259563663,8.511723025756512,8.503655993521786
LZIC,8.52836465904689,8.43624402120874,8.414938120323207,8.253309870433874,8.42477309230932,8.481550313417154,8.630821118205848,8.42834313003003,8.450925965540954,8.695848562997718
NMNAT1,8.450533822215098,8.174218158002915,8.407385139779384,7.948833922386954,8.225283722461336,7.8616443742692015,8.491840793888487,8.303703501598633,8.447268614888978,8.281868169287439
AL603962.1,6.6782919261363904,6.368751559974812,6.5484327049552835,6.269625223370639,6.537116197206559,6.533925474693912,6.534851587743603,6.457747029278018,6.525552771830026,6.581182673683664
RBP7,6.803761968015552,6.778313632310546,7.091321475711012,6.708573946513646,6.67460908903126,6.787830683801622,6.889760842798184,6.876511834857994,6.731984435553141,6.8077079833985925
UBE4B,9.753761247546342,9.764190874608666,9.583573914289511,9.422498116641105,9.496688869292642,9.625007549404495,9.844697102779136,9.866360773622393,9.706417083201831,9.672422991786975
KIF1B,10.525303701518512,10.796156447564616,10.562468137699078,10.76111825426118,11.10420578920221,10.914199312829755,10.567307393711829,10.650926479602816,10.882658793636072,11.147840310451425
PGD,10.093977325373382,10.065403124623364,10.172435612262209,9.954678302677777,10.0127299154455,10.138436451877295,10.100257097111498,10.150115929855595,9.975062295209405,9.780070705398924
CENPS-CORT,8.60508752686955,8.48075950070623,8.547976393485909,8.444663385459478,8.517078780349873,8.492583186076622,8.738292744810035,8.733518470204537,8.6801051498830315,8.48834678391615
CENPS,8.680665296665996,8.545058772775354,8.647507781150605,8.508780805734048,8.584568645104314,8.546516414770572,8.798510878468063,8.820077673915844,8.764822800039545,8.555994043028672
CORT,6.40225990908834,NA,6.24382735583479,6.229615845086757,6.4203192716715,6.596607204977294,6.182135750121736,6.439640238793016,6.300894821010053,6.312373655844206
DFFA,9.769232546290759,9.563575735934148,9.665010764834065,9.57803438166431,9.543332268575703,9.526460261295425,9.903605373832626,9.727691550541621,9.724660925538608,9.727250634296139
PEX14,8.255612052852271,8.258451154126861,8.255811946893846,8.273136250631307,8.200190126980546,8.279801936150633,8.400718266565185,8.391126419050051,8.483431493891153,8.1518726592782
CASZ1,8.757660326325858,9.141004401592653,8.418699834496948,9.43795033115911,8.749327990389087,8.56753756878024,8.715457846943984,8.888443429859091,8.651782919778977,8.89474934753907
TARDBP,10.449703871318857,10.746885481490715,10.41866040661985,10.52521570076107,10.584683112373789,10.633106131485865,10.451659766911394,10.677253351192169,10.515332181835753,10.528344942073295
AL109811.3,9.547910219731714,9.827608098295192,9.47756208670068,9.61151548479645,9.641675597427824,9.691150432773531,9.498040755617765,9.759070734812697,9.61646153354706,9.70424439456135
AL109811.2,7.043137526064009,6.806562298021112,7.0723444513661775,6.679161413188732,6.6302174659913256,7.034200740876178,6.729711718544953,6.720262807290535,6.767606843099966,6.651575464254243
SRM,7.783346654453225,7.73387875790755,7.957892960699631,8.117338355083104,8.316847041695398,8.273419157793313,7.879303165022462,7.882207203601399,8.029748326257277,7.909059715378045
EXOSC10,9.456893261104005,9.517311760167095,9.645881044918296,9.433552274754382,9.41179492013171,9.31898602808055,9.332114675946585,9.514947388202229,9.425201173478102,9.314897158899871
MTOR,9.986668769185743,10.166973374359692,9.978358818013918,9.991048460457154,9.986550131698964,9.860404507523109,9.896372045170047,9.930997672417556,9.961023878425802,10.110166624613388
UBIAD1,8.06402569970782,8.185020170679053,8.164670555371213,8.228137510598676,8.326155723019182,8.279801936150633,8.061066526803192,8.161755379140189,8.096646804235434,8.1518726592782
FBXO2,7.306101849423434,7.130892234940733,6.9425102146386255,6.985855246502191,7.033940889042981,6.97250358663294,7.095750130402292,6.9551079980391926,7.110498763546197,6.868087412543387
FBXO44,9.270152975404407,8.99825131736285,9.169101578424277,8.736499080824618,8.689275410952405,8.643746716976413,9.059078865651877,8.99461196379354,8.972464177870332,8.70249770965934
FBXO6,7.188293615513753,7.279389387330361,7.1914560151686775,7.078894474425011,7.358164587783633,7.4166192490218545,7.1058182756423784,7.123390788846454,7.3008420955857964,7.259335604393535
MAD2L2,7.622304728505554,7.770198039080585,7.942297670359043,7.859858404544731,7.738808726983522,8.0674904884972,7.543779948752914,7.748816835467445,7.638919610968628,7.581318076437351
AGTRAP,9.2128451404749,9.058233641180829,9.394039978782388,9.138927878366383,9.078873474376616,9.11991751728701,9.606626290443758,9.748073494318513,9.568447553243164,9.513241409514245
MTHFR,10.353764723125614,10.435875111115033,10.165735819589687,10.251821927084427,10.466533477509607,10.459830638962782,10.207014321931117,10.147328447604734,10.430811155612243,10.502858964828253
CLCN6,9.396739073843005,9.642111207554834,9.611781271002275,9.628931139295135,9.407416212502977,9.38560388850707,9.36182874901864,9.51061579280181,9.618089022370084,9.639883852204344
KIAA2013,9.842976133254037,9.709126887888253,9.779146154440559,9.722033376684962,9.742458600348046,9.786126081728879,9.912237767492067,10.055160381829127,9.81683015463948,9.63119752840991
PLOD1,10.899134350896713,10.859057004353444,10.880138176335608,10.84299254419992,10.768337027688641,10.645516283507403,11.107319280920382,11.25280556531153,10.984586876994038,10.882482329903082
MFN2,10.805321733800163,10.93381190318682,10.898438942531467,11.055394538495808,10.904291064848797,10.946654554918075,10.700352474504472,10.880593123840093,10.825342547915747,10.82727248637786
MIIP,7.375128966010786,7.42317346398462,7.520331090012207,7.792768058831975,7.703529357672168,7.936268755573095,7.630030400167697,7.500630628474487,7.439829854543824,7.588514798839607
TNFRSF1B,7.375128966010786,7.269274585996761,7.37301831090136,7.750963495013961,8.293309140287644,8.395999541031054,7.890995580360873,7.8955568489884715,7.676891149473849,7.838371568195354
VPS13D,10.894438844672916,10.948150533741396,10.885584869085088,10.845477727625447,10.609674534691068,10.524418007567155,10.483867269012194,10.42559924993706,10.476384733032564,10.710079174455284
DHRS3,10.613659376817031,10.752342997954823,11.070905707967238,10.950022875006088,10.52732198105523,10.289996928497496,10.400425721856866,10.403575132457869,10.338069115527311,10.226610931744002
PDPN,6.891188270554675,6.834268683333574,6.562098704083394,6.505718354138951,6.615111616509272,6.596607204977294,6.935637542854452,6.889912037866297,6.539356641481351,6.651575464254243
PRDM2,9.246397195421663,9.478323871204498,9.05288234652612,9.356657992057736,9.353808145508692,9.446446688460124,8.882909421243841,9.119333720486175,8.987651669093646,9.355542475304285
KAZN,9.068159901353734,9.219283048048815,9.313488740148664,9.397876656946824,9.961380799521871,9.74288895590537,9.499950954165035,9.551250136099574,9.294922473747773,9.314897158899871
TMEM51-AS1,7.72636341246129,7.847021241093849,7.861687833356556,7.700609584956623,8.19002919705864,7.670864486170812,7.756851805461301,7.90878411011818,7.259733885129151,7.437283274770448
TMEM51,8.86715573168758,9.751529313630229,9.130628250365833,9.621216791358778,10.254966671314905,10.070110879733917,9.234532278374294,9.738844654822824,9.327119788690899,9.351317546754812
EFHD2,7.995522443454506,8.157861970767573,8.132964144034332,8.466354008239907,8.759670815535092,8.557065276691679,8.630821118205848,8.714812613360557,8.391265775764449,8.359647768670502
CASP9,8.395104012767488,9.646025694863908,9.18465008503768,9.319003632819475,8.454788569468814,8.407703683733486,8.741525568451875,9.267882288953261,8.525663433078886,8.5886642608571009
DNAJC16,9.145282948180927,9.087314825578359,8.88356692027167,8.846454869833707,9.005446956885482,8.958206864986465,9.173606631965988,9.096393679544887,9.182825616842052,9.213802399904774
AL121992.3,6.9099175664876125,6.888135160490944,6.834030942122401,6.833981714062653,6.915615850946974,7.218240461549813,6.901367454838422,6.889912037866297,6.901906016309573,6.678798737342243
AGMAT,12.201236950300006,12.066751657741667,12.064615417232782,12.190532694381915,12.506268917276909,12.42261867846315,12.37143546647265,12.325467436150978,12.828887473604675,12.740521596912913
DDI2,10.093977325373382,10.282125325990691,9.875360576249351,9.968424782352312,9.692946968349556,9.825925800306882,9.997187553931594,10.061096645130785,9.8518333262634,10.220832935597617
RSC1A1,8.164947376973064,8.333189000150686,8.081687821122424,8.100791751415226,7.946211513008096,7.886950446491559,8.019059632020276,8.308701826533238,8.015000279120603,8.449347604977401
PLEKHM2,9.61366406156318,9.865033967701608,9.624866873759157,10.022137178758834,9.958390624555404,9.873124507271303,9.590581497996297,9.712685342556243,9.66922235049591,9.662226538479711
SLC25A34,9.141325001822972,9.208735214510092,8.527218798737309,8.846454869833707,7.592200175118083,7.773933981065052,7.490978641625152,7.799406601161645,7.802434436410899,7.623969639019463
