gene,IN_BT_H,IN_AT_H,IN_BT_I,IN_AT_I,IN_BT_J,IN_AT_J,IN_BT_K,IN_AT_K,IN_BT_L,IN_AT_L
SNHG4,6.093805813942203,6.460487336941718,6.101380214471193,6.936985196841611,6.689108018538598,6.733075666961993,NA,6.40273083018304,6.165059975908296,6.185281268255636
PAIP2,10.063974116813647,9.996555224377117,9.939609391202511,9.86280212113613,9.979192859144616,9.937115272531827,10.1363183765909,10.062576902253927,9.927288841127947,9.883170474237918
SLC23A1,10.225977931994,10.068323252617889,10.430819278487418,10.448823075729536,10.387592673102523,10.102879284446036,10.55173781826268,10.405909357342692,10.577716669747856,10.603096665007268
PROB1,6.783593164581161,6.6900908191673265,7.217601204471959,7.602160790278605,7.637767698481683,7.257573579121282,7.420122280526034,7.232609786553419,7.364272450302909,7.066660063791322
SPATA24,7.008797213617079,7.062254146864619,7.0723444513661775,6.751598636596933,6.940069690352167,6.9080506236510555,6.729711718544953,6.929381937876,7.034546628435224,6.992648744759879
DNAJC18,8.055638562266825,8.107650555146513,8.018641195051634,7.715176619114894,7.47992204546021,7.621464765850748,7.861584938503603,7.734030728154732,7.864079656642784,7.789245761575749
AC142391.1,7.172867629645598,7.357852478111608,7.27682522274886,7.155656835143964,7.1432953196692415,7.283212393134517,7.444129750498771,7.053657810851229,7.147026572913206,7.045898423402955
ECSCR,7.341028114438108,7.511640342770037,7.426305404877173,7.317146180252851,7.3851342514592,7.48450211414102,7.623036541985012,7.232609786553419,7.348674337388459,7.232023779286121
STING1,7.968971310426886,8.298792520964566,8.618362634039553,8.335752631202123,8.254831053263505,8.292483401105848,8.682196563889743,8.629497442493957,8.3049840334224,8.515032228538107
UBE2D2,9.346054332275848,9.286026031298316,9.347435494679287,9.514905404126761,9.671196249127737,9.65477936211842,9.347048209847035,9.357437874709811,9.385618890784109,9.1640857553239
CXXC5,9.789606195217871,10.055135878386446,9.32756368300871,9.972977988780281,10.720603125003395,10.359443387700535,10.186997113786406,10.475347465775746,10.797603716231201,10.67670010886813
MALINC1,6.92840691975643,6.6900908191673265,6.728899313188422,6.587147346112726,6.839665493522389,6.823213063196397,6.878060134239581,6.749958836666873,6.779288253718732,6.914635753845167
PURA,9.80720013647953,9.340185060309267,9.135208138797218,9.375122933817835,9.53532793818693,9.293977850783723,9.712558671231275,9.536412408728378,9.655023327869209,9.641614858666369
IGIP,8.52836465904689,7.989388288526285,8.155682455887952,7.700609584956623,8.116825572687526,7.878564308646968,8.320844436511033,8.064639952285056,8.284633479361156,8.061661312102746
CYSTM1,10.950931848298362,11.039519922490458,11.23670742485123,11.22785725905429,11.06859801704024,11.318550750434872,11.010812459102933,11.313121795601962,10.944286403906453,10.943396672123285
PFDN1,9.13536764839623,9.132658807536995,9.189061910179166,9.160378497982126,9.369650654403653,9.287657480996618,9.0249934711270825,9.257579639564835,9.200314169940814,9.17129388962731
HBEGF,7.485390523973679,10.852296084723863,9.008640603724732,11.080225712221798,10.499820980136997,11.2494984014485,8.367624508009078,10.935751799733628,8.885948838123543,10.148412392485739
SLC4A9,10.442484384209498,10.227005188097978,10.504353774925148,10.258053571328855,10.148797061780156,9.843268150831067,11.030769328200739,10.757129990572816,10.227270977024329,9.83859078109932
ANKHD1,10.981694062986678,11.172342049925627,10.98851405206611,10.978983591506122,10.894937836916865,10.984270209326567,10.84111805900178,10.93089729414495,11.046934687664491,11.164190443673352
ANKHD1-EIF4EBP3,11.131370865313459,11.289587581009409,11.22332676628127,11.178116598078521,11.063736839381574,11.140613022262182,11.006787742458275,11.124036417350984,11.197127222895295,11.267016554028475
SRA1,8.558358219260771,8.929256178339687,9.02847127718378,8.982133350838096,8.541260858047025,8.966144144210155,8.448977713748398,8.676657197641056,8.529127589685576,8.63805826005148
EIF4EBP3,8.270184005752542,8.201073049115301,8.83089947670331,8.541846233712906,8.330787637993684,8.311299019205478,8.236288197457872,8.414499121478688,8.321060296393608,8.056480282458526
APBB3,8.805965161437053,9.11582137968417,9.114483169590423,8.714915750737516,8.42477309230932,8.481550313417154,8.75758191178717,8.543066210450508,8.692516520649509,8.685817030325392
AC116353.5,7.008797213617079,7.185697711587845,7.173758962113361,6.833981714062653,6.826609241977895,7.122066199321183,6.889760842798184,7.017485649446544,6.984963066264566,7.076929940790455
SLC35A4,10.301519166862288,10.26695361069708,10.331550169067715,10.302144006504928,10.449597207537968,10.393687836321313,10.241675158779454,10.375265820229863,10.20794818986501,10.287581790056786
CD14,7.75254418269906,8.049730778016972,8.234628058532717,8.483474732045192,8.928082113604784,9.379673241805339,8.74796956466681,8.629497442493957,8.586780206303139,8.530062335377213
NDUFA2,9.593526594954726,9.519447167763222,9.799486405168391,9.65938253503717,9.685733103003232,9.669438003779874,9.725677776115301,9.893229714146392,9.732194958957681,9.511349210398624
TMCO6,7.19594520889378,6.990187800778202,7.388445046447576,7.056190930123152,6.987768375680582,7.0788020793808935,7.145402799012587,7.157033085361155,7.128878238925914,7.035404511978695
IK,10.071273603828043,10.087161361726894,10.223867877533738,9.882297006029606,9.846396055058165,9.79060288160377,10.091415916494459,10.107727401273706,9.93122184603308,9.93490912054045
WDR55,8.736827439200942,8.973542252679787,8.973267194409331,8.988143792844841,9.192663444788716,9.094796824430622,8.74475116432218,8.975880671045049,8.95968465198002,8.874283088934385
HARS1,9.46166245331089,9.431465011375446,9.75256582088674,9.393354530587672,9.51512063990804,9.652321709307612,9.53949174164483,9.592821653568334,9.465535535110327,9.413428002407406
HARS2,9.155130568524106,9.12706813685898,9.259974191961405,9.066925310338316,8.955334273607184,8.938170493113905,8.968172481923238,8.927960016557112,9.261990172054562,9.17129388962731
ZMAT2,9.932730251880498,9.886701342863747,9.973251967297948,9.672505539627549,9.74419582840222,9.838952067849737,9.861138120876292,9.844155184126318,9.890054331622183,9.831025044408365
PCDHA1,7.395209241273668,7.21760895725065,7.697988604350078,7.5864004031800345,6.987768375680582,6.676161359427394,6.991005766617832,6.705182498567365,6.790875882801081,6.879865997766841
PCDHA2,7.421555523845035,7.228091126574884,7.685553258905058,7.594302114751448,6.987768375680582,6.676161359427394,6.980100753791827,6.705182498567365,6.8250908366168765,6.879865997766841
PCDHA3,7.497825506837289,7.259088385146307,7.740687236410208,7.625483224873934,7.100542691355195,6.714352475371707,7.023234950731291,6.735187190011019,6.8474583506550655,7.014184958772916
PCDHA4,7.5345001260638576,7.3191541668813125,7.716442953511079,7.678479517555934,7.045256836138011,6.733075666961993,7.044328033838557,6.779056201150626,6.802371223496373,6.891549235356753
PCDHA5,7.401841046382093,7.228091126574884,7.716442953511079,7.5864004031800345,7.011039277835477,6.676161359427394,6.991005766617832,6.749958836666873,6.767606843099966,6.879865997766841
PCDHA6,7.43455044359414,7.248829769845132,7.740687236410208,7.633174343480896,7.0564847434762354,6.714352475371707,7.095750130402292,6.779056201150626,6.813775733591209,6.937358781780864
PCDHA7,7.408442511614642,7.21760895725065,7.685553258905058,7.594302114751448,6.999450730723543,6.695383222947144,6.991005766617832,6.705182498567365,6.790875882801081,6.879865997766841
PCDHA8,7.395209241273668,7.228091126574884,7.67300980840298,7.602160790278605,6.999450730723543,6.695383222947144,6.980100753791827,6.705182498567365,6.779288253718732,6.868087412543387
PCDHA9,7.395209241273668,7.21760895725065,7.67300980840298,7.578455181687557,6.987768375680582,6.676161359427394,6.980100753791827,6.705182498567365,6.767606843099966,6.85621191124169
PCDHA10,7.742128810712851,7.485665086306885,7.905239426335334,7.813224735201024,7.122077319996157,6.787830683801622,7.001828996789506,6.735187190011019,6.923122674703607,6.970786278823915
PCDHA11,7.466534782778294,7.269274585996761,7.752658305135638,7.78588420337647,7.011039277835477,6.733075666961993,7.1058182756423784,6.779056201150626,6.858513446830552,6.903138656003582
PCDHA12,7.510154242410272,7.3191541668813125,7.7995734237845555,7.700609584956623,7.045256836138011,6.787830683801622,7.023234950731291,6.862986049853511,6.802371223496373,6.9485875275515365
PCDHA13,7.441004279640546,7.269274585996761,7.691784328187606,7.625483224873934,6.999450730723543,6.714352475371707,7.023234950731291,6.720262807290535,6.790875882801081,6.868087412543387
PCDHAC1,7.421555523845035,7.259088385146307,7.728616015772581,7.671026754241604,7.011039277835477,6.733075666961993,7.095750130402292,6.779056201150626,6.8363179229138185,6.914635753845167
PCDHAC2,7.453825994984611,7.279389387330361,7.740687236410208,7.671026754241604,7.0564847434762354,6.733075666961993,7.164795189601009,6.749958836666873,6.944031946509993,6.992648744759879
PCDHB5,6.76313853282986,6.512855257150558,6.7409659635499475,6.6028961233641414,6.5688218148817334,NA,6.360856491005656,6.306105544189792,6.425043305646704,6.259268970437144
PCDHB16,6.441400965690551,6.579849128429572,6.6795979378262125,6.679161413188732,6.553056047274863,7.034200740876178,6.4739791670196585,6.5107434667043025,6.394992527927087,6.581182673683664
PCDHB13,6.599725957168135,6.546740781331042,6.3578927510531695,6.4370976246935365,6.367218370258818,6.656680069605729,6.2010365896029445,6.545023563500057,6.439837351600273,6.49191380855191
PCDHB14,6.742389858687929,6.720101571458788,6.6795979378262125,6.708573946513646,6.786716531230636,6.840584213178572,6.607501118853538,6.689942972966008,6.645278517185988,6.782830749206257
PCDHB15,6.552833466807101,6.563389868971355,6.973525365185089,6.924504667636283,6.86542892686313,6.97250358663294,6.410426719602226,6.627323103958631,6.566574604066697,6.744691989346216
TAF7,9.96331840465246,10.338848955057193,9.998607346718323,9.931472367974015,10.118310574252495,10.316626661762477,9.994480191009186,10.096210248746239,9.973791705284361,10.19395197832625
PCDHGA1,9.14725785696902,9.0728475063785,9.210920906762148,8.988143792844841,8.979133677963425,9.123470746083214,9.117478897598916,9.058320179044124,9.002680946578675,9.195064181499438
PCDHGA2,9.218491616995719,9.143775572618027,9.293140452702197,9.026612936072633,9.01698944861369,9.172318387168227,9.15433062034539,9.096393679544887,9.029834463153204,9.232300360901991
PCDHGA3,9.143305332276126,9.0728475063785,9.228172734127657,8.991139649970124,8.996729079466744,9.130551057566457,9.132332733726065,9.06128484854537,9.029834463153204,9.216127657098427
PCDHGB1,9.162960552889269,9.098785126169442,9.234589352349632,9.006026325465685,8.996729079466744,9.14460828325065,9.151902908978407,9.058320179044124,9.007656113905856,9.218449172657966
PCDHGA4,9.172688650244783,9.090190961499992,9.247337602740082,9.02076096117336,9.002546847035749,9.15158586474608,9.11996518146139,9.064243438401997,9.020019485743605,9.223081026904831
PCDHGB2,9.161007037117995,9.107328399174737,9.240977558386977,9.02076096117336,8.996729079466744,9.148101292297529,9.144595167083637,9.076017496773702,9.012614183557076,9.220766958605383
PCDHGA5,9.13536764839623,9.061168280546614,9.22172744986344,9.008985316057021,8.973220531635558,9.141106796654807,9.124924931928184,9.073082978178514,9.012614183557076,9.199771601811015
PCDHGB3,9.13934194935917,9.0728475063785,9.223879078877506,9.026612936072633,8.987958202605684,9.155062041250945,9.132332733726065,9.073082978178514,9.010137278593223,9.206804057423552
PCDHGA6,9.184276437225291,9.104486258931123,9.303350470569429,9.078239226848373,9.051072983119212,9.179163544491152,9.185524651730034,9.130668390639315,9.03958311936867,9.266357472827638
PCDHGA7,9.195771893247677,9.093061375111976,9.253669732611062,9.026612936072633,9.005446956885482,9.148101292297529,9.15433062034539,9.090601219145906,9.024935320947257,9.199771601811015
PCDHGB4,9.2128451404749,9.160291740606665,9.286979578248724,9.044027774018591,9.092575379253452,9.255633505854716,9.243681227650757,9.144712637721234,9.129050832773126,9.3192299386269
PCDHGA8,9.159050872599888,9.095926089138697,9.234589352349632,8.994129299011345,9.011229745900714,9.179163544491152,9.149471105536144,9.076017496773702,9.020019485743605,9.246019830746832
PCDHGB5,9.268339430836024,9.165755378580934,9.315507872757864,9.075419054756521,9.114231302396005,9.212910478801378,9.281929712930179,9.155850423922185,9.156188755107566,9.325704807495677
PCDHGA9,9.184276437225291,9.11582137968417,9.264161911381878,9.032441270069317,9.01698944861369,9.16198936758522,9.159173821777824,9.119333720486175,9.034717025346417,9.255094195430242
PCDHGB6,9.17462642295327,9.132658807536995,9.245220701705122,9.046909918927724,9.014112471518716,9.18597637743042,9.175998125128112,9.125012186824014,9.051677030001908,9.286412400541376
PCDHGA10,9.182351591201629,9.101638508659486,9.272501059080126,9.035346631268228,9.00834124874178,9.172318387168227,9.161589339132973,9.09350035640027,9.049266344643332,9.264111840952658
PCDHGB7,9.289952940657221,9.250471597634787,9.319537680147802,9.128081771468427,9.135566961345539,9.31898602808055,9.306149114364871,9.19956114317058,9.18721766979398,9.372319540564495
PCDHGA11,9.157092052142515,9.098785126169442,9.228172734127657,9.006026325465685,8.99088775683039,9.14460828325065,9.134793572559005,9.06128484854537,9.022479497076787,9.202119564558204
PCDHGA12,9.143305332276126,9.0728475063785,9.228172734127657,9.038246153401083,9.03413186402424,9.141106796654807,9.134793572559005,9.099281211852613,9.022479497076787,9.227698058129413
PCDHGC3,9.298863872182284,9.286026031298316,9.357269692005477,9.173624962826686,9.23281331949558,9.376698751030462,9.288575428603036,9.2498040812629565,9.23678804303357,9.390963434489773
PCDHGC4,9.133376384817762,9.061168280546614,9.208749850628852,8.979118713799261,8.970254845231471,9.11991751728701,9.112493438777072,9.049389441524005,8.987651669093646,9.192704698876778
PCDHGC5,9.127386050560563,9.069936551684263,9.213088700717,8.979118713799261,8.985022687614906,9.123470746083214,9.114988321652229,9.0523725008038,9.007656113905856,9.199771601811015
DIAPH1,11.125872979036536,11.476504777504077,11.111564202895508,11.477382497891636,11.930866233888837,12.03820209567886,11.087130403636355,11.33900460673402,11.32120787948199,11.407934484373094
HDAC3,9.027995147970644,9.110164951449825,9.37092591370763,9.337953654727192,9.172161577942463,9.083895455399166,9.245959428344213,9.338011522857078,9.22615582061056,9.09501413090073
RELL2,6.982494877858459,7.073922937227462,6.889289532426479,7.056190930123152,7.420327169677163,7.345384583889726,7.25803069504369,7.157033085361155,7.38735796307184,7.405037465094789
FCHSD1,7.10133435097583,7.511640342770037,7.634711614889335,7.5864004031800345,7.60754979960739,7.601221388241498,7.387478069088723,7.447240325733351,7.490460419260692,7.644831766628687
ARAP3,8.710356037303079,8.93886116038665,9.021066680623706,8.982133350838096,8.856004940378858,8.766996754005474,8.741525568451875,8.878392816751932,8.66758608163395,8.789384996326108
PCDH1,10.316515165848154,10.46386550211269,9.969409931042431,10.032352973117874,9.825214500098431,9.982823008423447,9.84168759225547,9.842432821044511,9.546394183195016,9.728879983554341
DELE1,10.219422368652435,10.184573973409579,10.213077351583133,10.099132780382048,9.982140272030131,9.976942614613884,10.160673244708372,10.165351549226134,10.15175159711992,10.202186288384228
PCDH12,8.055638562266825,7.926411546198707,7.942297670359043,7.979326432630581,8.10605799145375,8.132412529661291,8.641243606630894,8.613428625965527,8.529127589685576,8.651865703481029
RNF14,9.991073925601683,9.827608098295192,9.78206952095615,9.891946544213134,9.785273814908031,9.74519718966448,9.663976139995864,9.662808325480114,9.812572126793041,9.897729424374027
GNPDA1,10.519978706829956,10.327924944377212,10.570944597796936,10.506493413556816,11.051160932052357,11.193971989508514,10.986493999160533,10.947817076150228,10.957202581320773,10.974633491864546
NDFIP1,11.100105398038622,10.994942162710121,11.009245442752524,10.927523414131278,10.999731533469573,11.044549977824005,11.091570924992727,10.98107272976047,10.892778512911958,10.978747764070429
SPRY4,8.830753682062063,10.007246377281392,9.518453951677555,10.394419588030813,10.2561846944282,10.342773751752132,9.556111579775035,10.003690906884652,9.56338815284371,10.17255967621421
FGF1,11.074907116503866,10.773968927389776,11.517566803852809,10.93220735144642,10.503928429588962,10.556316188062375,10.873895220415978,10.865407809362887,10.33708127375758,10.461317167305424
ARHGAP26,8.298893680934817,8.661789093747338,8.255811946893846,8.508780805734048,9.03413186402424,9.14460828325065,8.325160404377218,8.33833350623032,8.234588058852852,8.334184305901886
NR3C1,9.237155179790047,9.435993909490815,9.151124215620372,9.197166356573014,9.678482985329492,9.33746172743338,9.892014576059905,9.795134320405026,9.701819845847742,9.94475746701255
YIPF5,8.941873310843016,8.954728715290724,8.819562297061855,8.85305662881841,8.918882452815334,8.921938604222866,9.109994234052055,8.888443429859091,9.04685162446357,9.16649247046367
SH3RF2,6.552833466807101,6.792507073067989,6.419242928938364,6.538843130664243,6.952142966960389,6.787830683801622,7.239859288493203,7.168075126186588,6.439837351600273,6.522287583540325
LARS1,10.294407925108686,10.355679136915402,10.342483438331488,10.334349495055509,10.103499164555004,10.213707900623165,10.430783273974921,10.257416550461244,10.414045746314155,10.518958105602938
AC091959.3,8.080655111538004,8.390311198457155,7.872699593118205,8.243293566745331,8.56897035636035,8.395999541031054,7.931188601305521,8.133864257498665,8.105955458610431,8.480630827296904
RBM27,8.616537137693996,8.961027193054232,8.44106645131675,8.775248938308508,9.039801035843468,8.9818888890192,8.514694802872253,8.649335012410585,8.732131579017757,8.940467053865689
TCERG1,8.879088465224854,9.242737441419441,9.07926590773467,9.038246153401083,9.225369835237235,9.141106796654807,8.83225865172017,9.00696573483082,9.042010025457431,8.97382903165523
PPP2R2B,6.991315693136501,7.153064812150424,6.704459105174935,6.618474937337619,6.86542892686313,6.89147737462862,7.023234950731291,6.980383498075367,6.695460594383877,6.75751720820148
STK32A,7.661520613235364,7.279389387330361,7.66035635700955,7.345512001446058,7.283679452393446,7.191409857728265,8.30781852226011,8.070537204044873,7.525567421773049,7.581318076437351
DPYSL3,8.820889323564618,8.794676311656186,8.737605002396208,8.427072993365385,8.724902419787492,8.90964370682663,8.367624508009078,8.72606520584582,7.632492721614425,8.132307493699596
SPINK1,8.883834060541968,8.766185527902016,7.403708599665559,7.033124498209729,7.420327169677163,7.538729319505947,7.71141467797643,7.601826879155974,6.790875882801081,6.507180575088174
FBXO38,9.070243176601227,8.9578813913072,8.87263768840388,8.816367319308812,8.852787966035027,8.766996754005474,9.03293110988926,8.944111070762586,9.13360941755489,8.990225109248458
ABLIM3,9.743354099854322,9.927476357736607,9.414907402643436,9.470515219456505,9.977716891557735,10.445707496311757,9.459295848528384,9.847593753842336,9.888706589457593,9.98894161381623
AFAP1L1,7.946465916063161,8.362032778990256,7.9784278799688835,8.37297721759019,7.630272344901178,7.870129143427965,8.024377865893134,7.966850510152607,7.901980053186821,8.156722774410841
GRPEL2,8.11738497522884,8.055628512760453,8.268374572177724,8.24831041066387,7.964209918165577,7.870129143427965,7.981272779087389,7.928400378452246,8.029748326257277,8.127374463896285
PCYOX1L,7.19594520889378,7.142021107146779,7.6539877748235465,7.067587348420444,6.86542892686313,6.874711599295132,7.239859288493203,7.179033317810102,7.364272450302909,7.259335604393535
CARMN,7.757723809862962,6.70517418898818,8.137536514419024,6.505718354138951,6.813433804673217,NA,8.101884925111584,6.493293258222005,7.599921736723521,7.056316578807625
CSNK1A1,10.658659269348265,10.862425619770141,10.488333622623735,10.89590240366348,11.174822033617918,11.345424245859089,10.574576515180501,10.811844460205721,10.65980935173064,10.705121281992993
AC021078.1,10.295298749606552,10.477110411001798,10.09461926640466,10.475809152812745,10.68033813372825,10.92543834649923,10.123985007547734,10.449556806632955,10.220858760526802,10.258546908335742
ARHGEF37,9.090912130245322,8.846625901024387,8.828073522936986,8.354484973970493,8.039708351111493,7.9682353030515225,8.871150579346809,8.823574006312482,8.515220775767835,8.522566854163397
PPARGC1B,7.587821373498003,8.380946508356693,7.455894340536169,7.722405355007239,8.36731716637428,7.506438146648401,7.319886953897487,7.304424527337031,7.9179231903434095,8.185485983849397
SLC26A2,8.093002585152718,8.357265349496586,8.137536514419024,8.24831041066387,8.692877963212215,9.109205020447245,8.061066526803192,8.386406096288614,7.9647220725475085,8.359647768670502
TIGD6,7.361585175735385,7.309315229298639,7.146799683717374,6.997818497010079,6.89074052275053,7.218240461549813,7.183930434136596,7.222052442542778,7.308925054261787,7.250288976742649
HMGXB3,9.352916065561784,9.703503110973763,9.439185972332307,9.557970436153246,9.669368799988778,9.531818246453039,9.334257525176646,9.568022760331838,9.272362498242144,9.419494477359407
CSF1R,7.441004279640546,7.376819286285748,7.770430717343401,7.5704659685281674,7.553096158135384,7.257573579121282,8.577548452590747,7.941331275391067,7.483335343314394,7.712271015138688
RPL7P1,6.292379119792641,6.6748481692218595,6.419242928938364,6.419420434556638,6.67460908903126,NA,6.2562987164263335,6.493293258222005,6.944031946509993,6.6097530112197695
PDGFRB,9.93158480760999,9.954559404693757,10.533269858907728,10.253070411166062,9.999699406187284,9.676711848080728,10.728322843745818,10.76624299028159,10.241067108802422,10.474002943282915
CAMK2A,7.051596428914394,7.119676872104436,7.710317691985742,7.238659333766358,6.67460908903126,6.695383222947144,7.023234950731291,7.005223943404301,7.45447791344303,7.363689678824348
ARSI,6.362028124230531,6.31077536901635,6.5484327049552835,6.7373990944714794,6.6302174659913256,6.490572685243408,6.426579014376692,6.493293258222005,6.483331106125108,6.476483871243498
TCOF1,8.540437010409427,8.602591269991212,8.746612170993425,8.659501074632995,8.707198884128982,8.628823531585585,8.544614349384933,8.580743910028517,8.428841486493795,8.577856179993981
CD74,12.924689106144914,12.958948764047662,12.904820960917657,12.759106185082906,12.301173972230336,12.328006671869474,12.919876925010751,12.932848189511034,12.591068402248638,12.615081329452824
RPS14,11.713669947341081,11.714584365416952,12.094907755337445,11.901862394989156,11.906249898717212,11.998118260941915,11.64024095961561,11.803404543947014,11.696108694867823,11.497163036882442
NDST1,10.55907435907251,10.648852854551725,10.517569339015335,10.5869151847618,10.692985865282282,10.466840700038635,10.605955206063317,10.535213344427628,10.742712564190041,10.944098222376914
SYNPO,11.097554215181816,11.038031151320402,11.121984976324987,10.918109669787684,10.78699697722668,10.686929714074132,10.926684725411237,10.95341319268373,10.581058271928827,10.685956604732958
RBM22,9.184276437225291,9.345009265165874,9.236721898832586,9.217774351420477,9.12226919504377,9.249142518256914,9.112493438777072,9.355023837729851,8.990167446371485,9.129963262366529
DCTN4,9.538912179639485,9.546923618269425,9.33355401898271,9.290103562865951,9.35153066141735,9.367738305085556,9.50756655667844,9.462089617550085,9.541256711345847,9.574331212085616
SMIM3,7.982307951123306,8.248187068116273,8.255811946893846,8.233207239944061,7.859116285330961,7.827197363723468,7.345606060737065,8.199918738655242,7.69550864940422,7.826246033043476
ZNF300,7.25573984217669,7.528700988225098,7.301481303175415,7.354844702466495,7.100542691355195,7.308403613234838,7.4120302011673465,7.179033317810102,7.0730223069200955,7.18532298755786
ZNF300P1,7.428067612216698,7.376819286285748,7.861687833356556,7.729598055734213,7.033940889042981,6.805630292523609,7.125746258859439,7.077278515688615,7.137980934771276,7.222803746589594
GPX3,17.833085298004583,17.715440920954627,17.94554729216962,17.927426125489816,18.031110786196137,17.98562271849923,18.08852159590367,18.185743322290442,18.268714773301348,18.09715509143294
TNIP1,10.936729202119498,10.917711146880274,10.961045553273589,11.095617921885665,11.298206871972729,11.14586390681663,11.018828364735032,11.211369058608577,10.911480809840201,10.899220480159332
ANXA6,10.901476385540985,11.056531271381571,11.055282904297906,10.8545536151426,10.492604683799991,10.490423299213914,11.192467571016474,11.137443003033532,10.621376858673136,10.51045741453229
CCDC69,8.16104318375589,8.019874971539409,8.03343685414066,8.015086656587542,8.398538983276325,8.360306411731953,8.2224722901775,8.194528245701143,8.173919454812811,8.286301037168707
GM2A,8.713025141095358,8.53242612680431,8.785006218518124,8.466354008239907,8.402944595220367,8.487077295870385,8.847341412260423,8.69586103629768,8.695602751933373,8.655297015683107
SLC36A2,12.382340255545806,12.356185222940455,12.011113913249881,11.733183257044413,11.63940513348627,11.754646228691378,12.193130915408934,12.01123461674458,12.079210810345431,11.986621963913427
SLC36A1,8.66420906132306,8.812201508381179,8.802387715263936,8.782183899063618,8.958330758058892,8.84224044293709,8.491840793888487,8.543066210450508,8.321060296393608,8.832458434227386
SPARC,12.488581564616208,12.503967641161557,12.692646238743908,12.663285554425986,12.267746035462883,12.269073160142506,12.55167770499961,12.38495137292997,12.399959911401409,12.487344885424813
ATOX1,9.519221742336304,9.190088885207162,9.641058717314351,9.26309344658308,9.27668534005695,9.542474887736706,9.505666421512489,9.68987924750951,9.438157562497768,9.275305208751082
AC091982.3,6.126189600203524,6.208655015931845,6.24382735583479,6.289221756519298,6.312089786567429,NA,6.326838240364532,6.265569202532263,6.439837351600273,6.185281268255636
G3BP1,10.452900972222134,10.440390227534593,10.236710870733672,10.347266883881632,10.609674534691068,10.83514327302022,10.336655851780872,10.472009498389964,10.310150614058257,10.480787822281561
FAM114A2,8.281017192183905,8.40886017527465,8.213128493797104,8.207678550194395,8.116825572687526,8.0674904884972,8.312173573743932,8.288603782675304,8.34484372888887,8.346972212141575
MFAP3,8.133413954741386,7.970782200965148,7.793791782019847,7.99731733135195,8.01113609446986,8.030119061301086,8.019059632020276,7.95414731182621,8.087277702186451,8.342722158158129
GALNT10,9.40336447222796,9.323172164619635,9.349407704207172,9.189361829176205,8.912716592994352,8.880541469108952,9.53577229876753,9.482138908582868,9.015086843398441,9.040949846789738
SAP30L,9.695569943946522,9.32072529059148,9.399761093120615,9.240611838955418,9.429178052393292,9.367738305085556,9.465174334257766,9.31583957417203,9.45646714916086,9.407335910722205
LARP1,11.39174202686083,11.486363400454609,11.428019673503206,11.427939689989778,11.653802231875453,11.56384269188028,11.498867741447306,11.419187439122227,11.49468373973035,11.582995750100606
FAXDC2,9.494612525629313,9.330487985111395,9.339519585121264,8.816367319308812,8.283785395420102,8.279801936150633,9.332114675946585,9.166902884781695,8.97500655501896,9.09501413090073
CNOT8,9.197678928968589,9.121455717531308,8.915866468228364,8.882396316519944,8.745863839117982,8.88473504578862,9.161589339132973,8.777447131231572,8.883244426630998,8.900543917515426
GEMIN5,8.358068472968737,8.190391000053994,8.238889792161771,8.072785267671192,8.330787637993684,8.305054371254904,8.26352933810271,8.11686705797755,8.352685206210168,8.372212932332287
MRPL22,8.50082676334686,8.45867344140127,8.605217813452974,8.55809904623675,8.484192303771746,8.45359327348438,8.548311040294372,8.71104216118932,8.52219093875933,8.522566854163397
SGCD,6.813741657720786,6.888135160490944,6.9938379201365635,6.820573620812144,6.599846018492528,6.636932258853393,6.805791021654163,6.65897257689777,6.657988535440321,6.6097530112197695
HAVCR1,NA,6.31077536901635,6.24382735583479,6.820573620812144,8.72841720707643,8.658517121800788,6.51987241556169,6.7933878299155595,7.034546628435224,7.665396552852966
HAVCR2,8.203419025241104,8.253328238565292,8.899807081817253,8.725747776123617,10.793723017133301,10.547085181203087,9.982233789211042,9.898212402866145,9.72918606520727,9.964254742222991
MED7,7.7050712916893245,7.6814451383345705,7.621716273704753,7.772017173856014,7.826691216347178,7.680544671761832,7.788452608662447,7.657738176540903,8.05399827021143,7.844396335533083
CYFIP2,12.819477849511838,12.66887822076535,12.780417438604921,12.741423314775778,12.100496570356093,11.961859332754457,12.126996793064924,12.160739615940257,12.374188070523019,12.280428800593505
ADAM19,6.292379119792641,6.546740781331042,6.910813878151918,6.723058474461666,6.689108018538598,6.656680069605729,6.578878532710266,6.545023563500057,6.695460594383877,6.937358781780864
THG1L,7.270309228638298,7.459213649738373,7.4112802544385685,7.067587348420444,7.264441529053634,7.4166192490218545,7.616008618837644,7.465257485447275,7.425031571252243,7.294965412844453
LSM11,7.19594520889378,6.734876158340906,6.9938379201365635,6.873474455700691,7.045256836138011,6.874711599295132,7.1934037396918695,6.929381937876,7.156015864003003,6.868087412543387
CLINT1,10.677913788801662,10.725771632808193,10.66658691329662,10.72198121769489,10.880003417498424,10.840550605757235,10.682801780677444,10.61304058046353,10.729221983072694,10.824989064853128
EBF1,7.149414990417908,6.6748481692218595,7.520331090012207,7.166297011316626,6.826609241977895,7.003681838620659,7.490978641625152,7.304424527337031,7.053912688412816,7.056316578807625
RNF145,8.803462722538685,8.964166150444013,9.109836908522132,9.128081771468427,9.565117909342284,9.586907457338972,9.117478897598916,9.076017496773702,8.920652506095502,9.139795175292024
