TF,t
AHR,4.582209766022586
AR,3.482456621050374
ARID1A,2.2896359868716236
ARID1B,2.8782739027792306
ARID2,3.1752227595699027
ARID3A,3.7377532381395127
ARNT,3.4403066131886537
ARNTL,4.587573427753092
ASCL1,1.1453856535061788
ATF1,2.2462526003666263
ATF2,3.657386213642402
ATF3,-6.085644323583027
ATF4,3.915472098841248
ATF6,5.247371582859712
ATF7,1.1877735496787138
BACH1,2.307453951933966
BACH2,5.192723944380926
BATF,2.2386426452912884
BCL11A,1.3284549090688518
BCL3,7.6156805610175695
BCL6,-3.577530242162753
BHLHE22,-0.30444561910344903
BHLHE40,-6.06391444656025
CDX2,0.9112067656207012
CEBPA,3.108899930694163
CEBPB,3.9137408505495728
CEBPD,2.305793641093093
CEBPG,3.142231893284948
CLOCK,3.144425197334966
CREB1,2.8380479889570784
CREB3,1.1851718609029789
CREB3L1,0.917137776502546
CREM,4.312625160114774
CTCF,-0.5112748080171273
CTCFL,-0.6395270925834498
CUX1,2.6116286999514857
DNMT3B,-1.6947926637641637
DUX4,1.9928642555214948
E2F1,2.0300865277612634
E2F2,-1.461314540618573
E2F3,-0.021936784789896465
E2F4,3.0935638107947656
E2F5,2.569309443594908
E2F6,-2.265914252189635
E2F7,2.548193120426174
EBF1,3.1608028203731493
EGR1,4.801830314803009
EHF,-0.7101361307441252
ELF1,3.43987524692368
ELF3,1.812154202667551
ELF5,-0.5318799941351707
ELK1,2.3344833920482357
ELK4,3.0419218481463686
EOMES,0.5376268151124861
EPAS1,3.656770395704619
ERG,0.24225839796241808
ESR1,3.6386529892735164
ESR2,1.003756998629652
ESRRA,1.7042210966357598
ETS1,2.4670808292205013
ETS2,4.236345145813974
ETV1,1.577149776624373
ETV4,0.35056643554528144
FLI1,2.1062181901632937
FOS,1.7093846125013574
FOSL1,0.5733606089605978
FOSL2,1.8755963110001268
FOXA1,0.6577684876237735
FOXA2,0.5412234979786685
FOXJ2,2.5350843751790078
FOXK2,4.946366946932426
FOXL2,5.520875446678077
FOXM1,0.9348714037044318
FOXO1,1.4832289619917676
FOXO3,2.2244699324270054
FOXO4,2.5351616314312495
FOXP1,-3.8692677248290157
FOXP2,-2.5743236293835854
GABPA,2.317335703540922
GATA1,-1.8581098925941137
GATA2,2.127176721355462
GATA3,0.5338649914075573
GATA4,1.3322248590946144
