"ID","AveExpr","logFC","t","Pvalue","adj.P.Val","B"
"WASH9P",0.118555813520371,-0.445451488400881,-3.04228063697738,0.007903954006399,0.051286821237503,-2.37673299059979
"MTND1P23",2.45664122487783,-0.114701984916996,-0.833406362058873,0.417128411093746,0.619215705443004,-6.07908680787151
"MTND2P28",8.80464723640458,-0.00188155220397,-0.01928207140897,0.984859273384355,0.993443812372472,-7.20915592412654
"MTCO1P12",7.49081224450741,-0.021566715330824,-0.309749395854463,0.760829309617006,0.869921427294357,-7.1448463004302
"MTCO2P12",3.22656829591843,-0.217557441797977,-1.67160255885407,0.114432434615252,0.280829373201451,-5.29615671972829
"MTATP8P1",-0.103525603829135,0.246449913075124,0.947355981619693,0.357827402214308,0.566028719167474,-5.34170670039139
"MTATP6P1",11.1958729415377,0.108739473144216,1.38013786949721,0.186902212054506,0.380900484380001,-6.17992589262884
"MTCO3P12",4.35462074348884,-0.139640119494428,-1.46271877928641,0.163295890234261,0.350800651311655,-5.77282625556874
,1.09366081317765,-0.167273244089359,-1.0801825268423,0.296393226063791,0.504033823125215,-5.51569706326611
"LINC01128,LOC107984850",2.95597560242096,0.184791782155652,1.83907413304185,0.084914814367617,0.234323686251027,-5.00027656253262
"LINC02593",1.30243448508947,0.000308391888236,0.002003196022069,0.99842694177538,0.999482328900862,-6.13865605415114
"SAMD11",1.68368828976173,0.21521933330458,1.32210568789656,0.205092957546066,0.402338661573313,-5.3808809486126
"NOC2L",5.09650938280933,0.093665031922408,1.73138909751523,0.103002693891531,0.263587851745349,-5.60091537940759
"KLHL17",1.43856265690165,-0.24635676787524,-1.58680318431618,0.132511487799957,0.306945782438957,-4.99262089505858
"PERM1",-1.09472896649939,0.655503400988082,1.73753806229682,0.101885563513949,0.261919657867123,-4.31337820788455
,-0.212384843110737,1.4205360754649,4.77280895172492,0.000218918528537,0.004838668489148,0.520076236835394
"HES4",-0.708578666238388,0.859650335000291,3.55644378952905,0.002702197150123,0.025265856107946,-1.51566512308255
"ISG15",0.28502200368502,0.6248526696361,2.57219388992765,0.02069824300464,0.095714884439303,-3.19505242735737
"AGRN",4.98505633026381,0.261334653916498,2.81076003283954,0.012743550738958,0.070009367320417,-3.65099878598882
"LOC100288175",-0.951625923904905,1.84443710878974,6.60859589742887,6.64966837803698E-06,0.000442134534913,2.57742810050662
"C1orf159",1.40215859383881,0.150181578199877,1.00594692893195,0.329710687761182,0.53897932844361,-5.671343351765
"MIR429",-1.69048540971871,0.693803625885373,1.99381466511612,0.063861528473365,0.194828307315739,-3.93593211868081
,1.05522517735142,0.693513624772085,3.13625217875521,0.006502000772623,0.045087049992821,-2.26655316183294
"SDF4",6.11360293082081,0.15012664930612,2.69014470773596,0.016302755491834,0.082210867815716,-4.00388404140444
"B3GALT6",2.59492840829649,-0.018175541384013,-0.19770120482605,0.84581858877677,0.920695361392227,-6.4712507455546
"C1QTNF12",0.532577422182845,-0.103512995148488,-0.613110847677673,0.548592197350891,0.727284974672546,-5.73527544633584
"UBE2J2",3.99351040333087,0.065837584973043,1.06033482926641,0.305050039631643,0.512817967987562,-6.26620684353456
"LINC01786",-0.391260777803171,-0.222632154745636,-0.904476625247596,0.379427552136022,0.586774529615706,-5.34328031502609
"SCNN1D",1.64301198583563,-0.094758822417827,-0.584546480143234,0.567167542581959,0.740349752083836,-6.07190983860719
"ACAP3",3.76721204913892,0.06409418064036,0.619454233391027,0.544512240238098,0.724387341747794,-6.59030583928471
"PUSL1",1.18989995477114,0.222384383444398,1.53049567122767,0.145814052480173,0.325402989768254,-5.00907131332769
"INTS11",4.9383122869525,0.130570467901246,2.34975882871806,0.032236175929217,0.126663398465067,-4.53010029201748
,0.502914964384269,-0.241901236616568,-1.34934939735707,0.196383868339565,0.392937976564997,-5.10300455157255
"CPTP",2.62691897910579,0.050743796554359,0.42463265811565,0.676872652837825,0.816868199275526,-6.40797250617465
"DVL1",3.72674766313551,0.267010389673595,3.37758591079545,0.003929117597999,0.032241113779009,-2.29408273301914
"MXRA8",2.27514252954859,0.275152647604644,2.33731135756733,0.033034908357575,0.128334939729101,-3.99674649060335
"AURKAIP1",4.8733499796315,0.071823572656791,0.737121419014939,0.471933268973221,0.667091923948336,-6.72673120442669
"CCNL2",6.81476438337108,-0.000786697911462,-0.019255953280168,0.98487977924262,0.993443812372472,-7.1781986061183
"MRPL20-AS1",3.17172360922691,0.01731000005475,0.271092849370118,0.789855374229566,0.887591593448567,-6.60174505675079
"MRPL20",5.35805642022681,0.017746864251073,0.278737655923783,0.784088095233738,0.884323980810654,-7.03832893662626
"MRPL20-DT",0.570072543463361,-0.577477863833108,-2.71382312780029,0.015535752534864,0.07970623514798,-2.98559214914017
"ANKRD65",-0.386108408434081,0.036725821402605,0.159056562188272,0.875654603431533,0.938893481657755,-5.69187830409983
"VWA1",3.03814174251742,0.215926827974619,1.87620174536181,0.079364800088567,0.224373941387748,-4.94157101046974
"ATAD3C",1.65661214367182,0.019568702609074,0.170565091389352,0.86674681152277,0.933664126526661,-6.2348124369905
"ATAD3B",3.02112980717294,0.173290696975783,1.35558203280095,0.194433811738392,0.390457836849902,-5.7079898634722
"ATAD3A",2.13196656439033,0.221454420451509,1.64345546318407,0.120182754447294,0.289906354673773,-5.09897518251544
"SSU72",5.95800119916278,-0.006407655439667,-0.113130234228442,0.91136280049142,0.956242731299446,-7.12948134324512
"FNDC10",-0.530043462088823,-0.013241219288944,-0.065434273360176,0.948655090643258,0.975550059909738,-5.67086693397379
,2.18647517023337,-0.124601665134608,-1.24878704822802,0.230063052541146,0.431109752877812,-5.59861440371617
"MIB2",3.11064068710986,0.121696769109641,0.987109353259455,0.338574595147801,0.54752774835382,-6.14186294301306
"CDK11B",3.7346642364559,0.033882756317904,0.428735888886455,0.673946243699481,0.814309711296179,-6.68529166621463
"SLC35E2B",4.69803269527728,-0.054507163925352,-0.973383916878793,0.34513792790093,0.553500454044119,-6.48613740442652
"CDK11A",1.5002194502058,0.145445255863631,1.0655988318308,0.302736311416691,0.51049004863414,-5.63962224023585
,0.539877119278975,-0.528614969564142,-3.31768660661418,0.004453326890301,0.034984379786755,-1.9009094506319
"SLC35E2A",3.18699549142852,-0.491574168012079,-5.45258142898137,5.70490777077223E-05,0.001892693939474,1.91653294634575
"NADK",4.43641625938392,0.013850992907102,0.207964970040233,0.837932974550893,0.916310190850679,-6.90984758127933
"GNB1",7.29553686130966,0.063989047878844,1.83126561787108,0.086125020636818,0.235971164732757,-5.58508564356246
"CALML6",-0.903353079861395,-0.294599093748101,-1.13402976176528,0.273819795209984,0.480776617171018,-5.01054307795614
"TMEM52",0.687147102189163,-0.038044276035335,-0.189097273998729,0.852442089513622,0.925101211732375,-5.99834739740384
"PRKCZ",4.82945578373481,-0.055797392038163,-0.842351978328601,0.412253243334649,0.614859748228369,-6.64520753237358
"FAAP20",3.28134870041647,-0.010511051196838,-0.105658308182573,0.917193086977856,0.959753320001883,-6.66227122532085
"SKI",4.25081351218554,0.267782866860225,3.51913018772069,0.002921758905236,0.026468135499029,-2.1085420381117
"MORN1",2.84666457370085,0.046007473191363,0.520061193290456,0.610284306144652,0.772574123198241,-6.42138852427537
"LOC100129534",1.06260690353779,-0.19376890532838,-1.16297311442457,0.262231444414704,0.467630545202272,-5.43452203633441
"RER1",6.32710672934596,-0.007859980059217,-0.195230963068211,0.847719036217918,0.921833118062519,-7.13762380435103
