gene,CN_BT_A,CN_AT_A,CN_BT_B,CN_AT_B,CN_BT_C,CN_AT_C,CN_BT_D,CN_AT_D,CN_BT_E,CN_AT_E,CN_BT_F,CN_AT_F,CN_BT_G,CN_AT_G
NADK,9.41917078829126,9.521918343946806,8.752234565458492,8.988946438923223,8.720116095456932,9.142823012597459,9.073948542728234,9.552528753158812,9.35374474350044,9.475835076672825,9.124582985383332,9.015851899632972,9.004952959882187,9.195965515164422
GNB1,11.838067478370311,11.815047105845151,11.87964936348463,11.835961241225144,11.878648972213183,11.796226966044708,11.765314547426991,12.179145103250617,11.988335530520137,12.047807283729062,11.795589910055993,11.8617507189394,11.793097673152852,11.743044963180763
TMEM52,6.652922813024087,6.890545455693728,6.377097225957133,6.4187851484799,5.705256488336376,5.931210180347225,6.346844161435191,6.713462010416222,5.882112958506633,6.2712016450638455,5.619901450689095,5.54496237905656,5.72517936224394,5.852125456219582
PRKCZ,9.237870900952663,9.481828621625906,9.24673797957602,9.287329902349994,9.207328033282822,9.382370657916011,8.982487342872046,9.356634005913895,9.521939897454894,9.35984365084372,9.424376874665773,9.450088977014465,9.425632998439829,9.13088949018079
FAAP20,8.419504108807066,8.44013156138598,7.732266061482024,7.666533991709807,7.885170408633195,8.226922902877169,8.399806230526623,7.750105284801849,8.637650577174158,8.577452507081704,8.462947418518931,8.43303754248292,8.150120012195126,8.595429696032964
SKI,9.786620778932521,9.895961621633289,9.138081707340637,9.380790931517987,8.931978708915116,9.402499481479802,9.432277667077726,9.597112457751232,9.687423369020204,9.46373571295853,9.144195274900385,8.963921449210465,9.188918430524184,9.78868827878207
MORN1,7.668583528153652,7.723331078839761,7.366047549073103,7.647854264302518,7.28485832024098,7.602722130923761,7.7054408792620865,7.550222099734087,7.705336131329789,7.537326769007516,7.529689542511319,7.565615250633529,7.578620354343512,8.013991080699883
AL513477.1,6.129649728343621,6.196060518016958,6.025237806551933,5.954955096705826,5.844690799043359,5.979653079881659,6.3164340449138,6.029132632141215,6.075334920894347,6.029950446519743,5.875937334659126,5.938496718244446,6.342443447282228,6.6011505192113695
RER1,10.747500979770377,10.750196174137654,10.778158383695585,10.754709059560986,10.711193500104264,10.625756820392231,10.788655294012697,10.721355583042461,11.018394824489471,10.95683004055852,10.882264370037673,10.954378241159707,10.833081756947072,10.953702687861648
PEX10,8.419504108807066,8.252725053530193,8.41092489073319,8.35645941169662,8.283515035122724,8.401540354658858,8.374199012641546,8.1325433595296,8.597738685144629,8.616229244488105,8.509056701802853,8.803773744757011,8.433666282707163,8.560271564010717
PLCH2,10.208309691801743,9.712392290983347,8.914310650767982,8.996348651537184,8.484547169014233,9.222983544455458,9.508236875407535,8.649933431873473,9.369632340968744,8.379143057224367,9.410272107132597,10.54590950692607,8.990267118755837,11.543967005279049
PANK4,8.171081352736836,8.322483598996707,7.8772892483482355,7.868273160691301,7.891617523305973,8.160183323615906,8.32540217991716,8.175942473220692,8.369220736748046,8.423546574697715,8.239575409630989,8.407344590355022,8.052515310747319,8.315179890804606
TNFRSF14-AS1,7.053251928532957,6.707978376512081,6.467853036027659,6.661593861354827,6.479515983803102,6.936517372116247,6.221157457322281,5.853160246908729,6.478415096784861,6.593397101640102,6.916474370959369,6.890871842109311,6.8590005467716875,6.867184107104391
TNFRSF14,11.001703558795382,10.83458934759953,10.03250154264155,10.013227540104543,10.355447610354235,10.78756585876239,10.98087747429654,10.117484935825393,10.564153571680174,10.584655540627304,10.807360518050109,10.952602905112352,10.747717719844156,10.810605835537674
PRXL2B,8.435947072152414,8.243163763547267,8.316394024221742,7.98201029134327,8.218331182969374,8.300279098039306,8.10293727282726,7.944579801448489,7.696965074477431,7.8004538157489005,8.683388952249048,8.62805889811593,8.529648284462196,8.167247651116304
PRDM16-DT,9.075242518707588,9.295493835782265,10.325291098257859,9.931924111787987,9.942458579963956,9.891369008495447,10.274246115750975,9.461196520261977,9.95998874005126,9.749397814825192,10.787231311517578,10.502885898137192,10.362548336090198,10.561768226227274
PRDM16,7.696148114626483,7.638350244829544,8.589966769626171,8.325449424805436,8.614948077882383,8.761571310627195,8.740548401001847,7.393593973005883,8.431094535293655,8.313240629027872,8.33225877606534,8.463277026219641,8.709480910250731,8.721015752251917
ARHGEF16,9.758133722427933,9.83520952142919,8.787901768926039,8.64408024754213,8.723733922462559,9.317888963502005,9.183314833386659,8.785700976038656,9.248844252483748,9.193973764657619,9.109696796853006,9.092016206956314,8.829843608342246,9.243531602570952
MEGF6,7.558754637621531,7.770685725132372,6.633846827621213,6.734226356398194,6.513354177661238,7.031490552596475,7.1113141500595685,6.45618937933558,7.610469331423049,7.186099174335828,7.537126315693806,6.649228177648661,6.939836930716362,7.3143756062940515
TPRG1L,10.941364019753125,10.763634038823009,11.248216195409638,11.178955298512074,11.215816436090494,11.013044422404002,10.85759709725045,10.758408654241071,11.055700612716057,10.939460412477763,11.164453841949156,11.215005891692096,10.89971046483583,10.844285859051281
WRAP73,8.258728716012373,8.14389510483595,7.624604346904997,7.873642276972676,8.01485539309372,7.9634552748605625,8.094000996420187,7.912865372789122,7.957417377901679,8.055525942471364,8.197955678861645,8.036997965973887,8.06458255795613,8.025494582456721
TP73-AS1,8.668022549998435,8.159227875836981,8.633093913355,8.333264633552245,8.471695487640249,8.588859267070488,8.705775027864744,8.13804018374426,8.431094535293655,8.258261562588865,8.666534657166645,8.701778181759137,8.641288655915988,8.507925472796758
SMIM1,6.029191339202807,6.273249615427719,6.121568623071012,5.954955096705826,5.705256488336376,6.179520227132642,5.89052792731038,NA,6.126100207385491,5.927955197864167,6.228068009177777,6.462244998434391,6.174443210166235,6.403727582349095
LRRC47,9.337506409538689,9.295493835782265,9.286762155310745,9.285316940733127,9.227854951612832,9.361957013657628,9.367009684189254,9.30381379603851,9.390547252237836,9.201279455716085,9.536225582247676,9.450088977014465,9.253594630086747,9.291962675457269
CEP104,9.655156616737804,9.47162967487523,9.612669503832885,9.72917089885762,9.649073836135505,9.597483519316858,9.432277667077726,9.744926815371945,9.793305400071938,9.5377436063005,9.513785144850855,9.447570148243353,9.5045244238004,9.654358938344783
DFFB,6.928652099705479,6.364267772674644,7.234361062353544,7.03186066943079,7.062913382832571,6.682213903598791,6.922316213763525,6.541621279561792,6.5545205179090065,6.094149489990453,7.1183633010264185,6.991134745393831,7.135573089981692,6.954023700908911
C1orf174,8.09028258959347,7.66723696732174,8.17538958793663,8.198565351563522,8.181972865579125,8.276239097439943,8.534707940964688,8.110344202729317,8.201824759209144,8.063565417799675,8.553737835050109,8.402150632142218,8.290309581575931,8.37035159694704
AJAP1,8.47784184342976,8.304208636233826,8.202073146528802,7.921085797338149,8.061346581507822,7.981409277851428,8.363083806695398,8.32314925465239,8.219465883381462,8.201104029375083,8.435353686703634,8.316398792455333,8.411791029907926,8.233221719652716
NPHP4,7.754997782632062,7.957680003201704,7.67627072952258,7.678854114798176,7.485715801050981,7.908212429187829,7.834445882615638,7.735675332102845,7.636966871441421,7.955386568002774,7.763227879885614,7.996215115154149,7.899239695589541,8.343029463131002
KCNAB2,10.56294479982842,10.456422944579232,10.074023970500777,10.048073956197745,10.060170362907604,10.153989676234035,10.196017571740567,9.525521320397635,10.24763580011164,10.197719161849351,10.207908191866112,10.245968145365081,10.082003857416217,10.184686444624914
RPL22,10.453332219367303,10.494195209979422,10.89452146903166,10.8753697208026,10.835108044362888,10.572463596677649,10.510852815659161,10.43803221149273,10.57903459302428,10.720513626684108,10.911169890251221,10.86565426963154,10.650326204541804,10.633058871768023
RNF207,8.703768576452239,8.009358103878698,8.134415423795053,8.078160553221787,8.117429824244626,8.295503037929505,8.78564632597657,7.764392336076812,8.358645441158489,8.171653016949174,8.755294290339405,8.517121684704891,8.512131340883636,8.436475438867701
ICMT,10.684902858846892,10.509230943164367,10.595654773772074,10.516370613623279,10.899700982852375,10.59401769455472,10.726408260087803,10.665356354508225,10.86712347708868,10.625958780953637,10.784109430301472,10.742631004318083,10.92750713976582,10.65359143920651
GPR153,7.9779880515975865,7.723331078839761,7.021146196662363,6.869363761805944,5.844690799043359,6.094088650834273,6.489963799600202,7.582834125590823,6.884419113723441,6.185389915726715,5.944655331912612,6.934697539273044,6.066575063486791,8.823419038041928
ACOT7,10.583016610811354,10.431382399812504,10.440892003439897,10.487770616784482,10.508001648427966,10.794352755596664,10.102204064190767,9.857496998015604,10.699160845024162,10.61095120547324,10.86611595999756,10.926611966189954,10.304372826788262,10.17180317983067
HES2,7.053251928532957,6.762539721330674,5.5861597408149315,5.934549701090617,NA,4.993126486831631,5.460870384614106,8.22841751701757,6.049266303512681,6.2712016450638455,5.441177798146418,5.653857310351857,5.357770136832546,6.892533346568284
ESPN,10.620903892605705,10.781083399028608,9.782887272596982,9.798558310654679,9.598738161140881,10.113859030898757,9.605765902090914,9.626739247015253,10.352621074021831,10.346806010223672,9.827588195261209,10.039018618676243,9.952705312171263,10.47947037006938
TNFRSF25,6.297413892716325,6.050166273119958,6.377097225957133,6.071674256145782,5.971828698724723,6.426678161702489,6.543459496824731,6.288375244191231,5.995671904131887,6.4037692110800055,6.668180116966644,6.4421414551269685,6.629145815276349,6.368028051267412
PLEKHG5,7.558754637621531,7.451715180954372,7.021146196662363,6.983018243885118,7.183414053809441,7.523244607192767,7.633256817480772,6.8669958579223955,7.347156281011619,7.243842479158628,7.544524950469812,7.518391420586395,7.43107710104883,7.3330119127422595
NOL9,8.065133400766586,8.189413046426909,8.266699568845278,8.110354348072269,8.106386234772435,8.062361184337204,8.16825118480765,8.059110804645515,7.794347839896334,7.866276525766219,8.095902753646877,7.975383054054335,7.977912095772334,8.13043260782309
ZBTB48,8.634221143360937,8.724089330896364,8.53155149458968,8.60264837758256,8.283515035122724,8.881153788242402,8.845440385499634,8.384557831071247,8.533371997269795,8.502550893719077,8.780577920813995,9.042802298526746,8.651991866908668,9.201046967369445
KLHL21,9.977308981006336,10.684599175988568,9.823553392351874,9.918998999435283,9.872478597049296,10.275384455546943,9.2592219794004,9.762827374345319,10.074275610119367,10.557871678835054,9.862046896333856,10.378817093629563,9.724559856321443,10.53384734705652
PHF13,8.481014684305277,8.393352905239565,7.774363414212585,8.405470911250616,7.735516056909306,7.9330263114928865,8.189381525099913,7.785561081106257,8.509669725942066,8.46054839579777,7.6917268100883565,7.4596034924328105,7.848961060856004,8.146325655702297
THAP3,7.484817763615487,7.312366989174079,7.29345806680506,7.3183904743960735,7.342468507588238,7.735600855253308,7.774184716200272,7.668892599671233,7.583475998897109,6.96358856741813,7.86128511070792,7.638098424655292,7.479952332583769,7.27636484832618
DNAJC11,10.295592256214627,10.032663471623861,10.303893447118847,10.189328180802656,10.606328751589738,10.710723542203747,10.296813428422768,9.839053536882302,10.186163218046095,10.073839620773887,10.552375530188291,10.694580748857456,10.292450827154125,10.40435932964281
CAMTA1,9.073141612828733,9.369866800498135,8.922356783403275,9.170041619853139,9.238009916867936,9.428908360473377,9.224840910133677,9.391570048894875,9.11072317244854,9.299854874207997,9.144195274900385,9.009034894552483,9.023617718420299,8.92211345696265
VAMP3,10.082361195242752,10.118837856764385,10.32832216204129,10.37493172208515,10.227505716177385,10.185309352110247,10.061526620229406,10.236280261727183,10.329791948691609,10.377764506071765,10.136265796675728,10.148529121212013,10.079032629364095,10.132448373578056
PER3,8.901428837164579,8.89562512445245,9.244600368630591,9.330919001844963,9.503035556016668,9.641432592513246,9.414441862481928,9.107657048289381,9.282801991003014,9.134156906705451,9.329059474812523,9.062689768427026,9.605716077044091,9.69814509618834
PARK7,10.92921957108287,10.848843939330044,11.320016974276493,11.103276098338524,10.961525448229894,10.996953917499559,10.96012669559237,11.070136517661185,11.146104556065028,11.077862024766171,11.250097305573307,11.175976547894011,11.083405180685089,10.872427823744774
ERRFI1,13.426284079357389,14.055659893993125,13.199907660274457,13.835994893671478,13.156685473229148,13.600448479698452,13.227487523127222,11.78056119371413,12.965028992329247,13.508175159725775,12.156178174203985,13.140783089158932,11.744231482065489,13.246848287483283
SLC45A1,6.652922813024087,6.996778545631157,6.697744138081479,6.623858679896532,6.744619957105721,7.008326938226135,6.773547301839608,6.9061806219309485,6.497821130937778,6.741058250678277,5.875937334659126,6.462244998434391,6.342443447282228,6.1330155368106
RERE,11.477678746175963,11.411363415432204,11.478936224828788,11.426437391279586,11.531788236040343,11.660268121130406,11.516763733833011,10.635548738457926,11.063047391541089,11.072892185563559,11.185311052277184,11.13664396004087,11.21057567995708,11.164779592009134
ENO1,13.30642990471903,13.435788641387985,13.292185852004957,13.23535625032571,13.235776902818534,13.32764094785926,13.054748897967974,13.691909496162703,13.516649660222866,13.642714289595203,13.357635671666186,13.445841302423228,13.309646451119486,13.379809985397083
SLC2A5,9.062590945666456,8.874104785195618,8.972299280488217,8.976524388478774,10.166341930600032,10.187888891375112,9.674815913142199,9.366033315410208,9.642358533451441,9.487833810740986,9.506226756232474,9.751096673021086,10.375522548291523,10.890626643697674
GPR157,7.950783824939409,7.975112529851204,7.713841382465992,7.641573552138565,7.074293485250076,7.293436316998919,7.477057308545115,8.264046447345232,7.943331454320161,8.156698945162747,7.637405939253616,7.499060397401356,7.437277825435265,7.5072217973964985
H6PD,10.146709433557715,10.062870049215393,10.120225995878668,9.929348336413183,9.847824245028074,10.038684864106864,9.82683607434502,9.704745869085171,9.947693124764148,10.247970361366216,10.04792243654555,9.942141321912993,9.857658695170796,10.020494192881527
SPSB1,9.533604086964514,10.1537034963534,8.56277160871018,9.030398840344118,8.727342699780975,9.409147160041266,9.07621912335919,11.002438913626731,9.568569461031972,10.591622054014474,7.195585288582466,7.071855186524319,6.812053822367735,8.053858329856626
LINC02606,6.460601693411752,6.546334747720222,6.874030201101368,6.734226356398194,6.196742822370538,6.115925486069768,7.213866291173938,7.041386236522493,5.624054155197136,5.855718432947224,5.441177798146418,5.107945449502951,5.22070046841954,5.212230403615461
SLC25A33,8.094431826459806,8.6318456080272,8.09699055993744,8.741267588285224,7.997027545061551,8.466720037371031,7.866284663749736,8.50004925840953,8.171934885996828,8.920613323431352,7.108413310634186,8.030280382610238,7.49191673694285,8.7594127769293
TMEM201,7.679672641315955,7.82937191093143,7.571018721301373,7.616173651164507,7.502661554042058,8.170654058988967,8.048469972787808,7.614725225233185,7.878185376447304,7.781082231548384,7.7568722502067455,8.016750644610356,7.65509675887917,7.809607356531556
PIK3CD,8.608340011589783,8.696329620865535,8.019096032078613,7.8896307670804315,8.020749386383029,8.090205961660663,8.37050345103294,9.753904857825427,8.219465883381462,8.531821205332951,8.302021110252086,8.31086622396784,8.266129726016933,8.119739134144455
PIK3CD-AS2,5.939778122374262,5.91217890775674,5.922011689635138,5.994919940737139,6.154477960545879,6.220410871169907,5.869735285627719,6.327390438599794,6.175139728275811,6.125208544767203,6.317156845091247,6.270353749056303,5.98426906196058,5.688094611904969
CLSTN1,11.250659576599817,11.126152207394002,11.511747510152615,11.423237194685944,11.676017256911356,11.615461326359975,11.468745751478858,11.368443658999132,11.4629745221801,11.3067670996549,11.653991622781648,11.482566992390366,11.530315023622181,11.26826188086009
CTNNBIP1,8.759704158956607,8.583413402675768,8.99790643257223,9.049501248497643,8.884284503105311,8.871558564911306,8.670142765361595,8.657608175100494,8.8260008372191,8.875659174096151,8.666534657166645,8.676187556085166,8.754870982881352,8.670620664463064
LZIC,8.221273619508343,8.214093712884795,8.441107095749102,8.344908636073887,8.458728292336035,8.175861066093438,8.504677547698615,8.603007303751939,8.4209647633484,8.2299658400304,8.447244254842095,8.42281520369078,8.535440318451391,8.32917187642911
NMNAT1,8.026568003465739,7.854707510668449,8.344611126946694,8.026072524899368,8.336459653014265,8.181049347516675,8.340593137689064,8.047474229859683,8.59323509691462,8.2299658400304,8.207308823644441,8.207470650179209,8.500334091626636,8.151584668047574
AL603962.1,5.655188995489224,5.812262959081945,6.064545299048481,5.8928521116082635,5.971828698724723,5.906364770835195,5.89052792731038,6.142861029163553,5.6589509989574385,6.062407041046566,5.533305432384667,6.101182182517503,6.017757006341995,5.502992523349274
RBP7,6.129649728343621,5.959656326841284,6.407987879605045,6.312099132467882,6.39127628871756,6.444045947753082,6.253620489200442,6.47368527744133,6.438801917896667,6.2712016450638455,6.401062797015509,6.666659741043452,6.0824874329845855,5.77244001693343
UBE4B,9.565339468484689,9.376441656729808,9.936449435382558,9.680986389708687,9.956363822725196,9.900833803296935,9.721982129879892,9.28411665199222,9.73317135152782,9.599871173303148,9.959360653780267,9.660472385872735,9.76332865125776,9.68551082802396
