ID,logFC,AveExpr,t,P.Value,adj.P.Val,B
PPP1R15A,1.5493719440739273,10.24446212712937,8.00056786807214,7.399192255639784e-7,0.0027460916748046015,5.901251622281132
FOSB,3.4737500489266804,12.232701868682831,7.966863793343656,7.801121808830997e-7,0.0027460916748046015,5.856204119565161
KLF4,2.798121721987253,9.100276760297845,7.906153854132284,8.58407672589901e-7,0.0027460916748046015,5.774620337838618
SLC25A25,1.9472109768436319,10.890781371535398,7.662448412187271,1.2661312801024622e-6,0.0027460916748046015,5.44135737517575
GDF15,2.750141630657433,9.972535615173891,7.656247860454982,1.2788400911306982e-6,0.0027460916748046015,5.432756853462392
APOLD1,1.2613763742667814,10.347402403029726,7.6178493146128865,1.3605842446032968e-6,0.0027460916748046015,5.379360760934391
AC027290.2,1.4444018291000464,8.658529115704825,7.589179747504273,1.425183412072074e-6,0.0027460916748046015,5.3393415974820275
IGFBP1,1.248196463489072,6.251827839821261,7.838555178307149,1.4865836648015167e-6,0.0027460916748046015,5.23885882404633
H3-3B,0.7525997055823268,11.772248221930953,7.486683961448321,1.6837262202839234e-6,0.0027646784537062024,5.195203577728478
WEE1,1.940871899227977,9.544972340367535,7.188304791536817,2.757114999243043e-6,0.0039873823579222424,4.766021095085964
BHLHE40,1.8678282930226064,11.778761389088267,7.112514039300914,3.130962712089303e-6,0.0039873823579222424,4.654713744530923
SLC20A1,1.7922892765010587,9.893782555249206,7.092586027461899,3.2378257067984103e-6,0.0039873823579222424,4.625292024185191
CSRNP1,2.1369551507808406,10.640981556638332,6.9613065511685175,4.044390899355877e-6,0.004597539131590858,4.4298509515776825
SLC2A3,1.8887996159770486,8.35537320899743,6.863475026180636,4.780781561275795e-6,0.005046456422323836,4.282370170016064
NR0B2,2.036509908862964,7.481706624314219,6.781375501479794,5.506791689550694e-6,0.005425291172545345,4.157391920747374
JUND,1.5726361045342792,10.805876260360131,6.403920918313275,1.0674271244810314e-5,0.009509093146753772,3.5685034964396447
DDIT3,1.7376575114794175,9.794402874174857,6.390167291559279,1.0938867471566797e-5,0.009509093146753772,3.5466017489880546
AC020916.1,2.2142150175665902,8.506749469540825,6.289535815215915,1.3095535277487205e-5,0.010647163201739298,3.3854042571002907
TRIB1,1.5626439702878585,10.514919434633358,6.264869156602111,1.3689003981123744e-5,0.010647163201739298,3.3456373244989877
ANKRD37,1.6154091542542819,7.357539843680449,6.229077873636146,1.4600447565445741e-5,0.010788270706107859,3.287757709415933
DUSP6,1.2230648189002782,10.536265098362389,6.143574630825895,1.7043255429405023e-5,0.011547708614697064,3.148635760212418
FOS,2.9097954011234712,11.839120583508729,6.138818218188447,1.719106709455511e-5,0.011547708614697064,3.140861454132203
JRK,-0.5436579091645797,8.802857626527642,-6.11369373832015,1.7994305156525585e-5,0.01156173224361457,3.099734365747585
EIF1,0.596600681595147,12.759622817057252,6.058580613263872,1.9896233913838644e-5,0.011637319896797038,3.0091567773669343
RHOU,1.1045021701288649,8.458320411430497,6.045008751021911,2.0395959389616203e-5,0.011637319896797038,2.986775637586925
ABHD11,0.9816270054127578,8.85492291404941,6.042910546067045,2.0474375241353565e-5,0.011637319896797038,2.983312845004818
