TF,t
AHR,2.0546060400531103
AR,2.900949736807456
ARID1A,-0.08679512877439621
ARID1B,-1.8303553240743367
ARID2,0.7548027284885558
ARID3A,2.922767444643403
ARNT,-2.1103047431903006
ARNTL,4.021654801755412
ASCL1,-0.04438341654506597
ATF1,1.105569357107181
ATF2,3.0021262373053643
ATF3,-5.821033406032816
ATF4,3.412617551610749
ATF6,4.599381883780599
ATF7,-1.4499942615084251
BACH1,2.02161609016723
BACH2,4.12860766226065
BATF,0.7565651986133639
BCL11A,0.6508672516239571
BCL3,8.69034289183798
BCL6,-2.540400693588179
BHLHE22,1.390734337209338
BHLHE40,-7.228802098471498
CDX2,-0.40104173605690846
CEBPA,1.4422501512650951
CEBPB,3.4532858173705128
CEBPD,1.4327747301740026
CEBPG,0.9751921172362573
CLOCK,2.225015757749219
CREB1,2.323012375116176
CREB3,1.518855734642978
CREB3L1,1.5717226737470322
CREM,3.110772113307107
CTCF,-2.1113431809223
CTCFL,1.6649062829099792
CUX1,2.5266879916314084
DNMT3B,-0.6855850568912978
DUX4,-1.4200124844100126
E2F1,0.7308603121292705
E2F2,-0.5798983857130376
E2F3,0.6486969688198639
E2F4,2.93687596993261
E2F5,2.1354068133839887
E2F6,-3.397045017290807
E2F7,2.3465661902230006
EBF1,0.7546599988642063
EGR1,3.9845211153207174
EHF,-0.11459885285246935
ELF1,3.5173628367482737
ELF3,0.7520576483584214
ELF5,-0.7108184965604658
ELK1,2.2076060400941526
ELK4,4.136725670343657
EOMES,-1.2017101056774788
EPAS1,2.081149372149016
ERG,-0.65396534690672
ESR1,2.465536540190028
ESR2,1.399059802870144
ESRRA,1.4625546551463227
ETS1,2.588687978303448
ETS2,2.238917772821324
ETV1,-0.330424643701365
ETV4,0.390354179742214
FLI1,2.011471252661464
FOS,1.5036710065928534
FOSL1,1.268784409500672
FOSL2,2.1031913070147374
FOXA1,1.4798334875320185
FOXA2,1.0078205070951545
FOXJ2,0.3508939251600761
FOXK2,3.319580528610205
FOXL2,4.82118771897654
FOXM1,-0.07501137646012114
FOXO1,1.149165104880199
FOXO3,1.4593835434161122
FOXO4,2.2185910765324315
FOXP1,3.4764963472009986
FOXP2,0.1702800761604773
GABPA,0.6015931154224144
GATA1,-1.1649761949235617
GATA2,1.4661548865199243
GATA3,-2.269352517974014
GATA4,0.734838109495835
GATA6,0.8456127419218055
GATAD1,-1.351923706080496
GFI1B,-0.09886642617556644
GLI2,-2.2540652902402627
GRHL2,1.2741855009998844
HBP1,0.35767957786815047
HHEX,0.7308293613773581
HIF1A,4.857056924836509
HINFP,0.2973965732804712
HMBOX1,-0.681084250071971
HNF1A,-1.6597130562393874
HNF1B,-1.7826388774708621
HNF4A,-1.1113523543768287
HNF4G,0.5664572596013284
HOXA9,-0.687517850256096
HOXB13,-2.584503226935105
HSF1,2.475782859076708
IKZF1,0.39194260542297116
IRF1,-1.2037982747562543
IRF2,1.702570719699934
IRF3,1.4209558321697668
IRF4,-0.8756250984363265
IRF9,-0.11076307789928393
JUN,2.9491028423473598
JUNB,5.099395582905012
JUND,2.2937352441089605
KDM5B,2.830282406340349
KLF1,2.353916931332355
KLF13,-2.2793030884160923
KLF3,-1.7510267355401534
KLF4,2.581907610841042
KLF5,6.386640296868238
KLF6,5.963342820494629
KLF9,3.0621865783154165
KMT2A,-3.380119947019234
LEF1,-1.256348029350351
LHX2,-2.699576257966449
LYL1,-0.6744337430823006
MAF,0.6811680847590605
MAFB,-0.3142851784601193
MAFF,1.1056536701487534
MAFG,1.5134681414988813
MAFK,-0.6073730291419606
MAX,2.9385727069616006
MAZ,2.1761149767419172
MBD1,-2.068118296624298
MEF2A,1.418517695957467
MEF2B,1.6313740257651936
MEF2C,-0.8365077784167152
MEIS1,-1.0276405512403362
MEIS2,-1.4720861228711173
MIER1,1.7806894584732391
MITF,-0.1603923201476701
MNT,-6.0549838658101285
MTA1,3.549731651091122
MTA2,4.7575281089491765
MTA3,2.567452229921356
MXI1,-3.304977505294285
MYB,0.21822987451497575
MYBL2,0.7795155815956418
MYC,3.5209935864145647
MYCN,-0.8959029990719248
MYOD1,0.3613434613369194
NANOG,-2.032099483686456
NCOA1,-1.0696070067125198
NCOA2,-1.3298776237551804
NCOA3,-0.36056586874556473
NCOR1,0.6531050277580399
NCOR2,-2.031259424849971
NEUROD1,3.091278995284137
NFATC1,2.3788676841898626
NFE2,1.7669927448005982
NFE2L1,-1.980838060428137
NFE2L2,3.603400374943138
NFIC,0.11293425362150637
NFKB1,4.870825684321024
NFKB2,-3.390573481103943
NFYA,0.9727881746868849
NFYB,1.125396174318216
NONO,3.1555661631093876
NR1H2,4.168519369763902
NR1H3,2.0127600101515855
NR2C2,-0.04558203865880218
NR2F1,-0.03784972054147885
NR2F2,-0.14946330066946814
NR2F6,-1.4746090972645844
NR3C1,-0.35151583988715834
NR4A1,0.8998711171384429
NR5A2,2.330897740875249
NRF1,2.733929608008776
ONECUT1,-4.133542540347735
OTX2,-1.828183104092109
PAX5,2.541892561329421
PAX6,0.2343838401966739
PAX8,5.541518288430668e-4
PBX2,0.08454988235726804
PBX3,-2.102623511319266
PDX1,-1.3923233558514099
PGR,0.11174909333255924
PKNOX1,1.3066784944294034
POU2F1,1.13485483970235
POU2F2,0.4745825269130012
POU4F2,-2.7922240967398033
POU5F1,-2.2003479711149483
PPARA,0.6371057752184544
PPARG,1.0151235101329263
PRDM1,-0.46989389239294593
PRDM14,2.316375839339573
PROX1,-0.9235625728251509
RARA,2.3589085607326115
RBPJ,1.881247736060186
RCOR1,-2.6980516433751753
REL,4.471007062322897
RELA,5.158209053238793
RELB,1.2544263896414427
RFX1,0.8405720460463695
RFX2,-2.042691135784578
RFX5,-0.7166207448843244
RFXANK,-1.2467822872379946
RFXAP,-1.2467822872379946
RUNX1,0.16188283432908004
RUNX2,-1.1860107285870989
RUNX3,-0.36468795665730935
RXRA,-0.645988343091588
SIX2,-0.6679720065524807
SIX5,0.0064923924786094355
SMAD1,0.7791612948347746
SMAD2,-1.264652692091956
SMAD3,2.567370907222329
