TF,t
SMAD4,4.109928903664962
SMAD5,0.6662196769034864
SMARCC2,0.8717291422522836
SNAI2,-2.4369469034846913
SNAPC4,0.8912821689175247
SOX10,0.6353805365712116
SOX11,-2.9877606106106933
SOX13,1.1623629581692172
SOX2,-5.480297903728201
SOX6,-0.44978050721429913
SP1,3.6010486965626716
SP2,-0.31277277286798966
SP3,0.0024689934757768134
SP4,-0.42171897535022523
SPI1,0.49725451893456657
SPIB,-0.4919104464184551
SREBF1,3.0017808803962702
SREBF2,2.866550223867748
SRF,1.8560233832034494
SSRP1,3.077401573252729
STAT1,-1.0483327370172841
STAT2,-1.2748516598659339
STAT3,5.003808470074108
STAT4,1.9317828721481336
STAT5A,1.1052440462412412
STAT5B,1.2252552592003856
STAT6,3.7988390873016336
T,-0.5411010075301192
TAF1,1.5961642280564992
TAL1,0.854449628400261
TBP,2.8718929287590083
TBX21,-0.38162812838873467
TCF12,-0.6107596838887923
TCF25,-2.681740000852791
TCF3,1.0270703272633543
TCF4,-0.6129066835174176
TCF7,-1.702971296797647
TCF7L2,-0.33444877781470633
TEAD1,-2.3537865116791785
TEAD2,1.6644569294708118
TEAD4,0.7846731893241823
TFAP2A,1.3064356252420373
TFAP2C,-1.0215326820782509
TFAP4,2.101686288261747
TFDP1,-1.5574456530684109
TGIF2,-0.41667640593646754
THAP1,3.7564616371522854
THAP11,1.2848508477335725
TP53,2.7296580451138293
TP63,-1.9269104664132983
TP73,-0.36050378885741735
TWIST1,1.7826034717902912
UBTF,1.1330138408966066
USF1,-0.07649286593744141
USF2,-0.2858182303563184
VDR,0.47642118178494874
WT1,1.2159402530656598
XBP1,-0.10974943595059505
YY1,-0.35005760598369845
ZBED1,2.6623968946553567
ZBTB11,1.0328282637436845
ZBTB33,-0.736672032917218
ZBTB7A,-5.098595204596981
ZEB1,-0.5380432424204562
ZEB2,1.548419694724452
ZFX,-0.171825092275472
ZKSCAN1,3.2840047342331964
ZNF143,0.14223634448567501
ZNF217,0.5099129414684891
ZNF24,-1.6228832355053764
ZNF263,-2.9963620274238933
ZNF274,-1.3038005410493634
ZNF384,0.5986924051822294
ZNF592,0.840180809901287
ZNF639,0.50975989832253
ZNF740,1.2231910061464706
